lead_id,lead_created_date,dealership_id,customer_id,vehicle_model_id,lead_source_id,campaign_id,assigned_employee_id,sale_id,lead_count,first_response_seconds,is_contacted,is_appointment_set,is_appointment_shown,is_sold,is_duplicate,original_lead_id,days_to_sale,source_system
LED-000000345,2025-07-12,GSA-002,CUS-00002116,VMD-00067,LDS-017,,EMP-00015,,1,224,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000346,2025-07-12,GSA-003,CUS-00002180,VMD-00061,LDS-009,,EMP-00026,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000347,2025-07-12,GSA-002,CUS-00000111,VMD-00060,LDS-006,CMP-00016,EMP-00014,,1,,false,false,false,false,true,LED-000000308,,arpi_synthetic_generator
LED-000000348,2025-07-12,GSA-001,CUS-00002470,,LDS-017,,EMP-00002,,1,1196,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000349,2025-07-12,GSA-003,CUS-00001460,VMD-00091,LDS-010,,EMP-00026,,1,10434,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000350,2025-07-12,GSA-001,CUS-00000668,VMD-00088,LDS-010,CMP-00013,EMP-00011,,1,516,true,true,false,false,false,,,arpi_synthetic_generator
LED-000000351,2025-07-12,GSA-001,CUS-00000898,VMD-00105,LDS-004,,EMP-00011,,1,2627,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000352,2025-07-12,GSA-001,CUS-00000190,VMD-00114,LDS-011,CMP-00024,EMP-00011,,1,14398,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000353,2025-07-12,GSA-002,,VMD-00083,LDS-012,,EMP-00019,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000354,2025-07-12,GSA-003,CUS-00000457,VMD-00014,LDS-006,CMP-00018,EMP-00025,,1,2967,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000355,2025-07-12,GSA-002,CUS-00001593,,LDS-017,,EMP-00014,,1,994,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000356,2025-07-12,GSA-003,CUS-00000508,VMD-00010,LDS-010,,EMP-00029,,1,2929,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000357,2025-07-12,GSA-002,CUS-00001811,VMD-00075,LDS-016,,EMP-00020,,1,69,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000358,2025-07-12,GSA-002,CUS-00001434,VMD-00042,LDS-001,,EMP-00022,,1,5514,true,true,true,false,true,LED-000000150,,arpi_synthetic_generator
LED-000000359,2025-07-12,GSA-001,CUS-00000408,,LDS-012,,EMP-00011,,1,943,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000360,2025-07-12,GSA-002,,VMD-00004,LDS-017,,EMP-00016,,1,12103,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000361,2025-07-12,GSA-003,CUS-00001851,VMD-00014,LDS-018,,EMP-00025,SLE-00000202,1,339,true,false,false,true,false,,35,arpi_synthetic_generator
LED-000000362,2025-07-12,GSA-002,CUS-00000033,VMD-00046,LDS-016,,EMP-00018,,1,3419,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000363,2025-07-12,GSA-002,CUS-00000873,VMD-00025,LDS-019,,,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000364,2025-07-12,GSA-002,,VMD-00023,LDS-016,,EMP-00018,,1,197,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000365,2025-07-12,GSA-002,CUS-00002320,VMD-00095,LDS-010,CMP-00005,EMP-00019,,1,1451,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000366,2025-07-12,GSA-002,CUS-00001599,,LDS-010,CMP-00005,EMP-00019,,1,773,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000367,2025-07-12,GSA-002,CUS-00000263,VMD-00044,LDS-010,CMP-00005,EMP-00019,,1,3175,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000368,2025-07-12,GSA-001,CUS-00000403,VMD-00035,LDS-001,,EMP-00001,,1,1533,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000369,2025-07-12,GSA-001,CUS-00001149,VMD-00024,LDS-015,,EMP-00001,,1,585,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000370,2025-07-12,GSA-003,CUS-00001907,VMD-00046,LDS-003,,EMP-00026,,1,,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000371,2025-07-12,GSA-001,CUS-00001148,VMD-00016,LDS-001,,EMP-00003,,1,1509,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000372,2025-07-13,GSA-003,CUS-00000131,VMD-00068,LDS-016,,EMP-00025,,1,3016,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000373,2025-07-13,GSA-002,CUS-00001645,VMD-00099,LDS-004,,EMP-00019,,1,20823,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000374,2025-07-13,GSA-003,CUS-00001168,VMD-00047,LDS-017,,EMP-00025,SLE-00000200,1,17868,true,false,false,true,false,,34,arpi_synthetic_generator
LED-000000375,2025-07-13,GSA-002,CUS-00001703,,LDS-007,CMP-00021,EMP-00019,,1,2300,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000376,2025-07-13,GSA-002,CUS-00000860,VMD-00012,LDS-014,,EMP-00019,,1,16251,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000377,2025-07-13,GSA-003,CUS-00002415,VMD-00021,LDS-005,,EMP-00025,,1,2733,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000378,2025-07-13,GSA-001,CUS-00000934,VMD-00030,LDS-010,CMP-00013,EMP-00011,SLE-00000076,1,3904,true,false,false,true,false,,8,arpi_synthetic_generator
LED-000000379,2025-07-13,GSA-003,CUS-00000408,VMD-00039,LDS-010,,EMP-00024,SLE-00000046,1,2254,true,false,false,true,false,,2,arpi_synthetic_generator
LED-000000380,2025-07-13,GSA-001,CUS-00002256,VMD-00062,LDS-010,CMP-00013,EMP-00011,,1,1336,true,true,false,false,true,LED-000000199,,arpi_synthetic_generator
LED-000000381,2025-07-13,GSA-003,,,LDS-013,,EMP-00030,,1,7126,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000382,2025-07-13,GSA-002,CUS-00001744,VMD-00047,LDS-019,,EMP-00018,,1,671,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000383,2025-07-13,GSA-002,CUS-00001243,VMD-00105,LDS-001,,EMP-00015,,1,8273,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000384,2025-07-13,GSA-003,CUS-00001801,VMD-00023,LDS-015,,EMP-00027,SLE-00000043,1,2835,true,true,true,true,false,,2,arpi_synthetic_generator
LED-000000385,2025-07-13,GSA-003,CUS-00000466,VMD-00035,LDS-008,,EMP-00026,,1,511,true,true,false,false,true,LED-000000263,,arpi_synthetic_generator
LED-000000386,2025-07-13,GSA-003,CUS-00001536,VMD-00033,LDS-004,,EMP-00024,,1,686,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000387,2025-07-13,GSA-001,CUS-00002009,VMD-00008,LDS-015,,EMP-00004,,1,1980,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000388,2025-07-13,GSA-001,CUS-00002462,VMD-00091,LDS-010,CMP-00013,EMP-00011,,1,1950,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000389,2025-07-13,GSA-003,CUS-00000750,VMD-00057,LDS-009,,,,1,1977,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000390,2025-07-13,GSA-002,CUS-00001057,VMD-00104,LDS-001,,EMP-00022,,1,3871,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000391,2025-07-13,GSA-001,CUS-00000800,,LDS-002,,EMP-00002,,1,18708,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000392,2025-07-13,GSA-002,CUS-00001107,VMD-00095,LDS-001,,EMP-00022,,1,1911,true,false,false,false,false,,,arpi_synthetic_generator
LED-000000393,2025-07-13,GSA-002,CUS-00000532,VMD-00032,LDS-001,,EMP-00022,SLE-00000051,1,423,true,true,true,true,false,,2,arpi_synthetic_generator
LED-000000394,2025-07-13,GSA-001,CUS-00002130,VMD-00083,LDS-003,CMP-00015,EMP-00011,,1,4678,false,false,false,false,true,LED-000000185,,arpi_synthetic_generator
LED-000000395,2025-07-13,GSA-003,CUS-00000871,,LDS-019,,EMP-00025,,1,1598,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000396,2025-07-13,GSA-002,CUS-00002301,VMD-00092,LDS-010,CMP-00005,EMP-00019,SLE-00000091,1,2062,true,false,false,true,false,,11,arpi_synthetic_generator
LED-000000397,2025-07-13,GSA-002,CUS-00000207,VMD-00003,LDS-001,,EMP-00015,,1,4721,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000398,2025-07-13,GSA-001,CUS-00000998,,LDS-015,,EMP-00010,,1,2831,true,true,true,false,false,,,arpi_synthetic_generator
LED-000000399,2025-07-14,GSA-001,CUS-00001518,VMD-00036,LDS-016,,EMP-00003,,1,382,false,false,false,false,false,,,arpi_synthetic_generator
LED-000000400,2025-07-14,GSA-003,CUS-00001176,VMD-00015,LDS-001,,EMP-00026,,1,2726,false,false,false,false,false,,,arpi_synthetic_generator
