snapshot_date,dealership_id,vehicle_id,vehicle_model_id,current_asking_price,original_asking_price,msrp,acquisition_cost,reconditioning_cost,inventory_investment,market_price_estimate,days_in_stock,age_bucket,markdown_count_to_date,inventory_unit_count,source_system
2025-07-02,GSA-001,VEH-0000690,VMD-00081,19046.50,19046.50,,13180.67,1347.22,14527.89,19743.34,23,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000696,VMD-00089,47248.18,47248.18,46913.31,42850.05,126.00,42976.05,46323.77,21,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000699,VMD-00063,26176.02,26176.02,,15124.37,4252.34,19376.71,23996.89,13,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000710,VMD-00036,14843.54,14843.54,,8471.59,2522.61,10994.20,14964.25,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000712,VMD-00059,20869.28,20869.28,,12095.60,3464.86,15560.46,22674.93,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000715,VMD-00116,49152.05,49598.44,49139.57,44412.39,102.00,44514.39,46092.82,42,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000725,VMD-00087,38849.14,38849.14,38879.08,35546.56,140.00,35686.56,35116.59,19,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000727,VMD-00104,39437.68,39437.68,38525.10,35798.91,141.00,35939.91,38366.32,8,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000737,VMD-00028,10974.32,10974.32,,6148.69,1918.66,8067.35,10845.83,22,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000742,VMD-00028,7300.31,7300.31,,3992.55,1358.06,5350.61,,15,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000748,VMD-00104,39703.68,40431.45,40293.65,36861.64,106.00,36967.64,40825.54,72,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000784,VMD-00062,22606.93,22606.93,,16316.97,1509.72,17826.69,20017.71,13,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000785,VMD-00097,34189.32,34189.32,,24702.08,1826.07,26528.15,34519.14,21,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000811,VMD-00087,36414.72,37425.20,36916.13,34083.89,35.00,34118.89,34513.00,111,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000814,VMD-00079,27496.07,28463.84,,19721.00,1796.04,21517.04,28033.95,85,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000842,VMD-00089,44652.58,44652.58,,28528.25,1780.52,30308.77,41695.51,2,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000845,VMD-00087,37038.26,38341.88,,24529.67,2233.07,26762.74,36375.86,77,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000849,VMD-00113,48689.85,49132.04,48344.70,43133.77,19.00,43152.77,46897.47,32,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000859,VMD-00113,48992.11,49890.13,49955.82,45646.53,119.00,45765.53,51690.17,79,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000860,VMD-00090,38828.37,38828.37,38927.56,36154.48,82.00,36236.48,35897.64,15,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000864,VMD-00008,6189.64,6189.64,,3425.11,1210.53,4635.64,6424.77,19,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000872,VMD-00089,45780.94,45780.94,,30487.92,2724.24,33212.16,47400.44,12,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000890,VMD-00030,7563.48,7694.28,,4734.63,1551.00,6285.63,8100.14,34,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-001,VEH-0000897,VMD-00087,36364.88,37373.98,36718.81,33310.17,70.00,33380.17,38654.45,118,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000012,VMD-00110,29719.67,29719.67,,19243.64,2564.69,21808.33,30947.21,29,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000025,VMD-00120,33299.02,33299.02,,23583.45,476.90,24060.35,36448.94,13,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000042,VMD-00109,25817.39,25817.39,25724.76,23524.78,151.00,23675.78,26347.06,29,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000049,VMD-00109,24888.05,24888.05,24609.86,22428.79,66.00,22494.79,,27,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000064,VMD-00100,21355.98,21355.98,,15186.22,1627.50,16813.72,20462.27,28,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000066,VMD-00019,6351.71,6461.56,,3848.51,1320.61,5169.12,6149.56,42,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000079,VMD-00055,19731.30,21170.92,,14453.61,2615.86,17069.47,,120,91-120,4,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000093,VMD-00075,19314.76,20352.75,,12716.87,2651.40,15368.27,,111,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000104,VMD-00119,40655.74,40655.74,40601.42,37099.59,81.00,37180.59,,0,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000107,VMD-00120,31415.99,31991.84,31769.36,28507.28,0.00,28507.28,28567.75,63,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000117,VMD-00047,13647.40,13883.42,,7751.16,2335.30,10086.46,14293.49,42,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000126,VMD-00032,5559.86,5559.86,,3380.61,1198.96,4579.57,5369.13,8,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000133,VMD-00106,39555.72,39555.72,38459.13,34732.17,58.00,34790.17,38976.35,16,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000135,VMD-00056,19895.74,21347.36,,13310.83,2268.25,15579.08,21990.00,140,Over 120,4,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000143,VMD-00110,27541.10,27541.10,,21561.51,748.84,22310.35,25339.13,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000178,VMD-00108,41053.36,41053.36,40563.31,37404.73,97.00,37501.73,39965.28,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000184,VMD-00109,31066.63,31066.63,,20155.67,1547.62,21703.29,29903.81,16,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000209,VMD-00046,10205.00,10205.00,,5804.33,1829.13,7633.46,11169.55,14,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000228,VMD-00108,40505.18,40505.18,40608.04,36886.76,79.00,36965.76,40894.11,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000231,VMD-00047,9900.97,9900.97,,5959.33,1869.43,7828.76,9767.60,25,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000238,VMD-00119,48960.70,48960.70,,32300.25,1614.72,33914.97,50244.30,2,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000240,VMD-00046,9941.08,9941.08,,5816.18,1832.21,7648.39,10024.21,18,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000247,VMD-00074,12401.38,13067.84,,9792.44,804.06,10596.50,12750.36,100,91-120,3,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000258,VMD-00074,15656.52,16798.84,,10352.30,2818.86,13171.16,,131,Over 120,4,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000267,VMD-00083,18496.88,19147.91,,11673.68,3107.25,14780.93,19733.13,79,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000280,VMD-00109,24787.34,24787.34,,17346.57,2054.28,19400.85,26486.71,12,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000283,VMD-00119,39857.00,39857.00,39720.88,36129.75,4.00,36133.75,40355.73,22,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000313,VMD-00041,12851.48,12851.48,,7817.28,1836.51,9653.79,12551.69,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000338,VMD-00109,24540.97,24763.84,24756.78,22609.43,68.00,22677.43,,43,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000351,VMD-00024,4732.90,4732.90,,2784.54,1043.98,3828.52,4371.71,23,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000364,VMD-00046,9932.72,9932.72,,6151.78,1919.46,8071.24,9069.76,26,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000385,VMD-00120,32749.87,33047.30,32653.66,29563.51,102.00,29665.51,33143.34,49,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000388,VMD-00084,23274.60,23677.11,,14676.41,2560.18,17236.59,21984.62,31,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000395,VMD-00120,31667.39,32247.85,32102.91,28516.69,82.00,28598.69,30606.98,67,61-90,2,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000398,VMD-00017,11415.55,11415.55,,7046.15,1722.62,8768.77,11598.78,5,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000400,VMD-00110,25413.56,25413.56,25014.23,22514.93,162.00,22676.93,26900.58,15,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000408,VMD-00118,38443.29,38443.29,,31024.63,1126.71,32151.34,36614.73,6,0-30,0,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000416,VMD-00107,39697.61,40058.13,39144.69,35371.57,158.00,35529.57,38591.52,44,31-60,1,1,arpi_synthetic_generator
2025-07-02,GSA-002,VEH-0000423,VMD-00118,39686.92,39686.92,39619.80,37038.65,7.00,37045.65,39586.51,26,0-30,0,1,arpi_synthetic_generator
