sale_id,sale_date,delivery_date,dealership_id,vehicle_id,customer_id,salesperson_id,desk_manager_id,finance_manager_id,lead_source_id,sale_type,is_retail,unit_count,sale_price,msrp,original_asking_price,final_asking_price,acquisition_cost,reconditioning_cost,pack_amount,front_end_gross,back_end_gross,total_gross,trade_allowance,trade_acv,cash_down,amount_financed,days_in_inventory_at_sale,source_system
SLE-00000182,2025-08-14,2025-08-14,GSA-003,VEH-0000174,CUS-00000900,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,35897.36,,38038.49,38038.49,28798.96,611.27,495.00,5992.13,934.79,6926.92,0.00,0.00,3912.13,0.00,24,arpi_synthetic_generator
SLE-00000183,2025-08-14,2025-08-14,GSA-001,VEH-0000266,CUS-00000043,EMP-00003,EMP-00001,,,Used Retail,true,1,35932.02,,37110.25,37110.25,27751.12,792.02,795.00,6593.88,557.54,7151.42,11884.17,11043.38,1295.75,22752.10,29,arpi_synthetic_generator
SLE-00000184,2025-08-14,2025-08-14,GSA-003,VEH-0000304,CUS-00000867,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,6219.71,,6517.09,6406.30,3617.62,1260.58,495.00,846.51,731.85,1578.36,0.00,0.00,1231.55,4988.16,44,arpi_synthetic_generator
SLE-00000185,2025-08-14,2025-08-17,GSA-001,VEH-0000463,CUS-00001566,EMP-00010,EMP-00002,EMP-00005,,Used Retail,true,1,18428.32,,19503.27,19171.71,12238.48,1911.42,795.00,3483.42,638.77,4122.19,0.00,0.00,2289.38,16138.94,59,arpi_synthetic_generator
SLE-00000186,2025-08-14,2025-08-14,GSA-001,VEH-0000506,CUS-00001387,EMP-00003,EMP-00001,EMP-00005,,Certified Retail,true,1,10940.56,,11753.04,11553.24,6475.20,2003.55,795.00,1666.81,1991.58,3658.39,0.00,0.00,4505.25,6435.31,48,arpi_synthetic_generator
SLE-00000187,2025-08-14,2025-08-14,GSA-001,VEH-0000537,CUS-00000929,EMP-00003,EMP-00002,EMP-00005,,Used Retail,true,1,17748.73,,19149.72,18824.17,12108.75,1860.26,795.00,2984.72,1195.72,4180.44,3156.71,2906.67,1128.66,13463.36,56,arpi_synthetic_generator
SLE-00000188,2025-08-14,2025-08-17,GSA-003,VEH-0000614,CUS-00000655,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,27194.56,,28776.86,28287.65,20722.74,3095.08,495.00,2881.74,425.50,3307.24,0.00,0.00,5531.72,21662.84,58,arpi_synthetic_generator
SLE-00000189,2025-08-14,2025-08-15,GSA-003,VEH-0000839,CUS-00001109,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,5354.08,,5678.41,5581.88,3153.69,1139.96,495.00,565.43,928.67,1494.10,0.00,0.00,2013.91,3340.17,41,arpi_synthetic_generator
SLE-00000190,2025-08-14,2025-08-14,GSA-001,VEH-0000865,,EMP-00010,EMP-00002,,,Wholesale,false,1,19581.41,,27845.65,27372.27,16440.44,3698.60,795.00,-1352.63,0.00,-1352.63,0.00,0.00,0.00,0.00,41,arpi_synthetic_generator
SLE-00000191,2025-08-14,2025-08-14,GSA-001,VEH-0000887,CUS-00000402,EMP-00010,EMP-00002,EMP-00005,,New Retail,true,1,35323.12,37791.17,37531.73,37193.94,33732.47,138.00,795.00,657.65,1448.49,2106.14,7854.88,7548.20,4477.58,22990.66,42,arpi_synthetic_generator
SLE-00000192,2025-08-14,2025-08-15,GSA-002,VEH-0000889,CUS-00002202,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,28155.31,,29814.90,28801.19,22428.21,2159.86,750.00,2817.24,374.20,3191.44,5449.97,4871.07,1233.96,21471.38,71,arpi_synthetic_generator
SLE-00000193,2025-08-15,2025-08-15,GSA-001,VEH-0000007,CUS-00000150,EMP-00007,EMP-00002,EMP-00005,,New Retail,true,1,37585.11,40600.43,40519.27,39060.58,37590.80,131.00,795.00,-931.69,772.71,-158.98,0.00,0.00,6809.20,30775.91,137,arpi_synthetic_generator
SLE-00000194,2025-08-15,2025-08-15,GSA-002,VEH-0000066,CUS-00001163,EMP-00015,EMP-00013,EMP-00017,,Used Retail,true,1,6070.84,,6461.56,6241.87,3848.51,1320.61,750.00,151.72,590.12,741.84,0.00,0.00,4333.40,1737.44,86,arpi_synthetic_generator
SLE-00000195,2025-08-15,2025-08-15,GSA-002,VEH-0000215,CUS-00002147,EMP-00018,EMP-00014,EMP-00017,,Certified Retail,true,1,20027.94,,20920.32,20920.32,11693.02,3360.19,750.00,4224.73,596.34,4821.07,0.00,0.00,2632.80,17395.14,29,arpi_synthetic_generator
SLE-00000196,2025-08-15,2025-08-16,GSA-002,VEH-0000775,,EMP-00018,EMP-00013,,,Dealer Trade,false,1,37821.46,41290.06,41911.52,41534.32,37166.09,83.00,750.00,-177.63,0.00,-177.63,0.00,0.00,0.00,0.00,31,arpi_synthetic_generator
SLE-00000197,2025-08-16,2025-08-16,GSA-002,VEH-0000244,CUS-00000926,EMP-00016,EMP-00023,EMP-00017,,New Retail,true,1,29419.52,30442.19,30225.02,29952.99,27724.31,38.00,750.00,907.21,2699.71,3606.92,4680.83,4619.81,3611.79,21126.90,32,arpi_synthetic_generator
SLE-00000198,2025-08-16,2025-08-17,GSA-002,VEH-0000568,CUS-00001995,EMP-00018,EMP-00014,EMP-00017,,Used Retail,true,1,10844.33,,11361.74,11361.74,7496.99,1705.53,750.00,891.81,561.27,1453.08,2387.22,2170.55,3822.96,4634.15,29,arpi_synthetic_generator
SLE-00000199,2025-08-16,2025-08-17,GSA-001,VEH-0000588,CUS-00000867,EMP-00003,EMP-00008,EMP-00005,,New Retail,true,1,36271.49,38333.94,38802.50,38453.28,35526.09,84.00,795.00,-133.60,734.08,600.48,14931.06,12675.29,2584.51,18755.92,58,arpi_synthetic_generator
SLE-00000200,2025-08-16,2025-08-18,GSA-003,VEH-0000743,CUS-00001168,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,8498.11,,8987.04,8987.04,5079.06,1640.56,495.00,1283.49,591.61,1875.10,0.00,0.00,6245.59,2252.52,4,arpi_synthetic_generator
SLE-00000201,2025-08-16,2025-08-16,GSA-003,VEH-0000753,CUS-00002352,EMP-00025,EMP-00030,EMP-00028,,Used Retail,true,1,8529.93,,9059.55,8905.54,5683.27,1382.76,495.00,968.90,860.07,1828.97,0.00,0.00,1165.53,7364.40,38,arpi_synthetic_generator
SLE-00000202,2025-08-16,2025-08-16,GSA-003,VEH-0000755,CUS-00001851,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,4902.21,,5205.09,5205.09,2721.47,1027.58,495.00,658.16,536.19,1194.35,0.00,0.00,2768.11,2134.10,19,arpi_synthetic_generator
SLE-00000203,2025-08-18,2025-08-18,GSA-001,VEH-0000019,CUS-00002175,EMP-00003,EMP-00008,EMP-00005,,Used Retail,true,1,8238.19,,8814.97,8665.12,5329.28,1705.61,795.00,408.30,2128.77,2537.07,0.00,0.00,5115.16,3123.03,53,arpi_synthetic_generator
SLE-00000204,2025-08-18,2025-08-19,GSA-001,VEH-0000151,CUS-00002098,EMP-00012,EMP-00002,,,Certified Retail,true,1,21883.18,,23861.27,22238.70,15289.06,2651.50,795.00,3147.62,286.74,3434.36,0.00,0.00,2295.69,19587.49,145,arpi_synthetic_generator
SLE-00000205,2025-08-18,2025-08-18,GSA-001,VEH-0000478,CUS-00001020,EMP-00006,EMP-00002,,,New Retail,true,1,45267.48,49084.91,49293.67,49293.67,44553.15,6.00,795.00,-86.67,499.61,412.94,0.00,0.00,5022.07,40245.41,3,arpi_synthetic_generator
SLE-00000206,2025-08-18,2025-08-19,GSA-001,VEH-0000699,CUS-00001746,EMP-00006,EMP-00008,EMP-00005,,Certified Retail,true,1,23404.11,,26176.02,25286.04,15124.37,4252.34,795.00,3232.40,1356.54,4588.94,7930.82,7008.15,1273.95,14199.34,60,arpi_synthetic_generator
SLE-00000207,2025-08-19,2025-08-20,GSA-003,VEH-0000154,CUS-00000289,EMP-00029,EMP-00024,EMP-00028,,Used Retail,true,1,14263.42,,15736.12,15201.09,10796.42,1971.82,495.00,1000.18,326.27,1326.45,0.00,0.00,2259.87,12003.55,75,arpi_synthetic_generator
SLE-00000208,2025-08-19,2025-08-19,GSA-001,VEH-0000763,,EMP-00006,EMP-00001,,,Dealer Trade,false,1,28270.18,,36058.12,35445.13,25341.34,1088.11,795.00,1045.73,0.00,1045.73,0.00,0.00,0.00,0.00,41,arpi_synthetic_generator
SLE-00000209,2025-08-19,2025-08-19,GSA-003,VEH-0000861,,EMP-00025,EMP-00030,,,Dealer Trade,false,1,5087.08,,6348.04,6132.21,3699.58,1281.89,495.00,-389.39,0.00,-389.39,0.00,0.00,0.00,0.00,64,arpi_synthetic_generator
SLE-00000210,2025-08-20,2025-08-20,GSA-002,VEH-0000833,CUS-00001459,EMP-00015,EMP-00013,EMP-00017,,Used Retail,true,1,23132.60,,24165.30,24165.30,16342.03,2651.43,750.00,3389.14,887.13,4276.27,0.00,0.00,6239.44,16893.16,27,arpi_synthetic_generator
SLE-00000211,2025-08-21,2025-08-21,GSA-002,VEH-0000210,CUS-00000466,EMP-00015,EMP-00023,EMP-00017,,New Retail,true,1,37017.59,37919.54,37989.88,37989.88,34699.07,105.00,750.00,1463.52,207.07,1670.59,0.00,0.00,5276.12,31741.47,28,arpi_synthetic_generator
SLE-00000212,2025-08-21,2025-08-23,GSA-003,VEH-0000632,CUS-00000918,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,45321.68,,50291.35,47726.49,40388.84,602.05,495.00,3835.79,1158.73,4994.52,7066.23,6707.84,4546.81,33708.64,90,arpi_synthetic_generator
SLE-00000213,2025-08-22,2025-08-22,GSA-003,VEH-0000464,CUS-00000155,EMP-00026,EMP-00024,EMP-00028,,Used Retail,true,1,16662.52,,18172.41,17863.48,11527.75,2136.21,495.00,2503.56,1569.94,4073.50,3801.24,3429.90,6258.74,6602.54,52,arpi_synthetic_generator
SLE-00000214,2025-08-22,2025-08-24,GSA-001,VEH-0000524,CUS-00001056,EMP-00006,EMP-00008,EMP-00005,,Lease,true,1,38401.38,41473.62,40948.69,40948.69,37732.70,13.00,795.00,-139.32,728.64,589.32,0.00,0.00,2700.27,35701.11,15,arpi_synthetic_generator
SLE-00000215,2025-08-22,2025-08-24,GSA-001,VEH-0000654,CUS-00000337,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,38515.36,39113.97,39281.50,39281.50,35630.32,117.00,795.00,1973.04,1318.62,3291.66,0.00,0.00,3951.51,34563.85,18,arpi_synthetic_generator
SLE-00000216,2025-08-23,2025-08-23,GSA-001,VEH-0000111,CUS-00001837,EMP-00012,EMP-00008,EMP-00005,,New Retail,true,1,35172.07,38434.23,38003.96,36635.82,34818.57,159.00,795.00,-600.50,1573.08,972.58,0.00,0.00,1852.91,33319.16,127,arpi_synthetic_generator
SLE-00000217,2025-08-23,2025-08-23,GSA-003,VEH-0000127,,EMP-00029,EMP-00030,,,Wholesale,false,1,10018.29,,11826.63,11625.58,7431.88,2252.29,495.00,-160.88,0.00,-160.88,0.00,0.00,0.00,0.00,50,arpi_synthetic_generator
SLE-00000218,2025-08-23,2025-08-23,GSA-003,VEH-0000230,,EMP-00025,EMP-00024,,,Wholesale,false,1,2543.43,,3608.90,3608.90,1838.03,797.89,495.00,-587.49,0.00,-587.49,0.00,0.00,0.00,0.00,23,arpi_synthetic_generator
SLE-00000219,2025-08-23,2025-08-24,GSA-003,VEH-0000294,CUS-00000353,EMP-00027,EMP-00030,EMP-00028,,Used Retail,true,1,24815.12,,26146.80,26146.80,18711.20,885.25,495.00,4723.67,280.09,5003.76,11792.39,10272.94,3502.22,9520.51,15,arpi_synthetic_generator
SLE-00000220,2025-08-23,2025-08-26,GSA-001,VEH-0000315,CUS-00001369,EMP-00012,EMP-00001,EMP-00005,,Used Retail,true,1,31660.31,,34382.49,32628.98,23832.22,937.74,795.00,6095.35,751.27,6846.62,0.00,0.00,3813.86,27846.45,95,arpi_synthetic_generator
SLE-00000221,2025-08-23,2025-08-25,GSA-001,VEH-0000326,CUS-00000322,EMP-00012,EMP-00001,EMP-00005,,Lease,true,1,36793.22,37207.00,37331.35,36995.37,34412.64,70.00,795.00,1515.58,1807.46,3323.04,0.00,0.00,1396.41,35396.81,35,arpi_synthetic_generator
SLE-00000222,2025-08-23,2025-08-23,GSA-002,VEH-0000538,CUS-00001261,EMP-00018,EMP-00013,EMP-00017,,New Retail,true,1,35019.00,38278.96,38550.43,36815.66,35773.72,109.00,750.00,-1613.72,307.75,-1305.97,0.00,0.00,3515.38,31503.62,177,arpi_synthetic_generator
SLE-00000223,2025-08-23,2025-08-23,GSA-002,VEH-0000545,CUS-00000328,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,6324.89,,6885.38,6768.33,3768.90,1299.91,750.00,506.08,1985.07,2491.15,1401.84,1405.48,4007.70,915.35,35,arpi_synthetic_generator
SLE-00000224,2025-08-24,2025-08-25,GSA-001,VEH-0000696,CUS-00001328,EMP-00010,EMP-00008,EMP-00005,,Lease,true,1,43522.27,46913.31,47248.18,46397.71,42850.05,126.00,795.00,-248.78,1878.35,1629.57,6798.56,6621.91,1206.08,35517.63,74,arpi_synthetic_generator
SLE-00000225,2025-08-25,2025-08-25,GSA-003,VEH-0000232,CUS-00001181,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,41990.54,,43783.14,43783.14,31448.31,1285.33,495.00,8761.90,680.34,9442.24,0.00,0.00,3843.06,38147.48,14,arpi_synthetic_generator
SLE-00000226,2025-08-25,2025-08-25,GSA-002,VEH-0000311,CUS-00000924,EMP-00022,EMP-00013,EMP-00017,,New Retail,true,1,37696.76,38871.27,39260.80,38907.45,35529.66,159.00,750.00,1258.10,1855.45,3113.55,17554.73,15757.92,3564.03,16578.00,32,arpi_synthetic_generator
SLE-00000227,2025-08-25,2025-08-26,GSA-002,VEH-0000369,CUS-00001019,EMP-00022,EMP-00014,EMP-00017,,Certified Retail,true,1,22360.15,,22850.67,22850.67,12448.39,3411.87,750.00,5749.89,1405.88,7155.77,6070.38,5964.46,2483.23,13806.54,9,arpi_synthetic_generator
SLE-00000228,2025-08-25,2025-08-25,GSA-003,VEH-0000421,,EMP-00027,EMP-00024,,,Wholesale,false,1,11227.98,,14881.54,14881.54,9444.21,2632.59,495.00,-1343.82,0.00,-1343.82,0.00,0.00,0.00,0.00,20,arpi_synthetic_generator
SLE-00000229,2025-08-25,2025-08-27,GSA-001,VEH-0000687,CUS-00001605,EMP-00010,EMP-00008,EMP-00005,,New Retail,true,1,47925.60,49729.28,50549.37,50094.43,46643.83,30.00,795.00,456.77,1336.99,1793.76,0.00,0.00,4266.71,0.00,37,arpi_synthetic_generator
SLE-00000230,2025-08-26,2025-08-26,GSA-002,VEH-0000536,CUS-00002394,EMP-00016,EMP-00023,EMP-00017,,Certified Retail,true,1,30849.23,,32302.63,32302.63,21372.26,1798.61,750.00,6928.36,1039.19,7967.55,0.00,0.00,5039.62,25809.61,24,arpi_synthetic_generator
SLE-00000231,2025-08-26,2025-08-26,GSA-002,VEH-0000565,CUS-00001990,EMP-00018,EMP-00014,EMP-00017,,Certified Retail,true,1,4555.21,,4888.58,4888.58,2746.36,1034.05,750.00,24.80,808.02,832.82,0.00,0.00,3463.66,0.00,4,arpi_synthetic_generator
SLE-00000232,2025-08-26,2025-08-27,GSA-002,VEH-0000604,CUS-00000833,EMP-00018,EMP-00014,EMP-00017,,New Retail,true,1,35981.11,38917.97,38990.24,38288.42,35293.03,106.00,750.00,-167.92,928.47,760.55,0.00,0.00,1834.48,34146.63,82,arpi_synthetic_generator
SLE-00000233,2025-08-26,2025-08-27,GSA-003,VEH-0000678,CUS-00001729,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,3935.24,,4045.15,4045.15,2142.43,877.03,495.00,420.78,2018.40,2439.18,0.00,0.00,3935.24,0.00,7,arpi_synthetic_generator
SLE-00000234,2025-08-26,2025-08-27,GSA-002,VEH-0000720,CUS-00002140,EMP-00022,EMP-00013,EMP-00017,,Used Retail,true,1,5598.75,,5745.56,5647.89,3202.15,1152.56,750.00,494.04,1664.83,2158.87,1699.59,1422.17,4608.42,0.00,59,arpi_synthetic_generator
SLE-00000235,2025-08-26,2025-08-26,GSA-003,VEH-0000819,CUS-00001072,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,3627.16,,3872.08,3740.43,1989.45,837.26,495.00,305.45,447.32,752.77,843.03,783.03,1881.93,902.20,75,arpi_synthetic_generator
SLE-00000236,2025-08-26,2025-08-27,GSA-001,VEH-0000860,CUS-00000240,EMP-00012,EMP-00008,EMP-00005,,New Retail,true,1,36903.81,38927.56,38828.37,38129.46,36154.48,82.00,795.00,-127.67,3114.77,2987.10,0.00,0.00,2128.18,34775.63,70,arpi_synthetic_generator
SLE-00000237,2025-08-27,2025-08-28,GSA-002,VEH-0000031,CUS-00001900,EMP-00022,EMP-00013,EMP-00017,,Used Retail,true,1,43807.28,,45072.46,45072.46,33010.48,1453.07,750.00,8593.73,1358.02,9951.75,0.00,0.00,1426.29,42380.99,26,arpi_synthetic_generator
SLE-00000238,2025-08-27,2025-08-27,GSA-001,VEH-0000357,CUS-00000014,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,36332.53,38635.53,38756.23,38756.23,35120.28,133.00,795.00,284.25,1346.24,1630.49,0.00,0.00,5407.38,30925.15,22,arpi_synthetic_generator
SLE-00000239,2025-08-27,2025-08-27,GSA-002,VEH-0000481,CUS-00002498,EMP-00022,EMP-00013,EMP-00017,,Used Retail,true,1,10160.85,,11039.65,10476.63,5960.49,1869.73,750.00,1580.63,732.28,2312.91,0.00,0.00,3301.11,6859.74,106,arpi_synthetic_generator
SLE-00000240,2025-08-27,2025-08-27,GSA-003,VEH-0000511,,EMP-00029,EMP-00030,,,Wholesale,false,1,16498.27,,22195.09,21817.77,15595.46,2472.07,495.00,-2064.26,0.00,-2064.26,0.00,0.00,0.00,0.00,53,arpi_synthetic_generator
SLE-00000241,2025-08-27,2025-08-28,GSA-001,VEH-0000677,,EMP-00010,EMP-00002,,,Wholesale,false,1,4349.45,,6593.31,6481.22,3419.60,1209.10,795.00,-1074.25,0.00,-1074.25,0.00,0.00,0.00,0.00,35,arpi_synthetic_generator
SLE-00000242,2025-08-27,2025-08-27,GSA-001,VEH-0000726,CUS-00000626,EMP-00012,EMP-00002,EMP-00005,,Lease,true,1,39904.41,41391.58,41399.44,41026.85,37247.54,44.00,795.00,1817.87,988.66,2806.53,0.00,0.00,1195.80,38708.61,40,arpi_synthetic_generator
SLE-00000243,2025-08-27,2025-09-01,GSA-002,VEH-0000825,CUS-00001154,EMP-00022,EMP-00023,EMP-00017,,New Retail,true,1,35952.81,40483.51,40381.53,38927.79,37216.37,163.00,750.00,-2176.56,970.76,-1205.80,7057.42,6872.34,1522.83,0.00,133,arpi_synthetic_generator
SLE-00000244,2025-08-28,2025-08-31,GSA-002,VEH-0000228,CUS-00000378,EMP-00022,EMP-00014,EMP-00017,,New Retail,true,1,38445.30,40608.04,40505.18,39776.09,36886.76,79.00,750.00,729.54,568.68,1298.22,0.00,0.00,3488.21,34957.09,63,arpi_synthetic_generator
SLE-00000245,2025-08-28,2025-08-29,GSA-002,VEH-0000522,CUS-00000081,EMP-00015,EMP-00014,EMP-00017,,New Retail,true,1,34864.14,38525.22,38971.57,37217.85,34982.09,102.00,750.00,-969.95,536.90,-433.05,9485.69,9152.85,7610.76,0.00,155,arpi_synthetic_generator
SLE-00000246,2025-08-29,2025-08-31,GSA-002,VEH-0000173,CUS-00000271,EMP-00022,EMP-00013,EMP-00017,,New Retail,true,1,39131.33,40734.53,40254.80,39892.51,36726.99,84.00,750.00,1570.34,1265.65,2835.99,7895.57,7540.26,427.84,0.00,42,arpi_synthetic_generator
SLE-00000247,2025-08-29,2025-08-31,GSA-001,VEH-0000518,CUS-00002089,EMP-00003,EMP-00002,,,Used Retail,true,1,51241.75,,57025.53,55086.66,40392.95,1579.87,795.00,8473.93,835.04,9308.97,0.00,0.00,2153.51,49088.24,63,arpi_synthetic_generator
SLE-00000248,2025-08-29,2025-08-29,GSA-003,VEH-0000719,CUS-00000415,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,21284.22,,23301.49,22905.36,15945.76,1371.62,495.00,3471.84,2113.65,5585.49,0.00,0.00,7223.89,14060.33,59,arpi_synthetic_generator
SLE-00000249,2025-08-30,2025-09-02,GSA-002,VEH-0000246,,EMP-00018,EMP-00014,,,Wholesale,false,1,6387.17,,10207.00,10033.48,6172.49,1387.29,750.00,-1922.61,0.00,-1922.61,0.00,0.00,0.00,0.00,31,arpi_synthetic_generator
SLE-00000250,2025-08-30,2025-08-30,GSA-003,VEH-0000248,CUS-00001796,EMP-00026,EMP-00030,EMP-00028,,Used Retail,true,1,14285.46,,14675.19,14675.19,10183.38,435.69,495.00,3171.39,364.09,3535.48,4186.96,3489.68,2601.97,7496.53,26,arpi_synthetic_generator
SLE-00000251,2025-08-30,2025-08-30,GSA-001,VEH-0000287,CUS-00001532,EMP-00012,EMP-00002,EMP-00005,,Lease,true,1,44970.97,46238.67,46559.38,46559.38,41880.17,150.00,795.00,2145.80,1006.51,3152.31,0.00,0.00,3441.24,41529.73,25,arpi_synthetic_generator
SLE-00000252,2025-08-30,2025-09-02,GSA-001,VEH-0000745,CUS-00000650,EMP-00010,EMP-00002,EMP-00005,,Certified Retail,true,1,22196.39,,23444.86,23444.86,14896.06,2777.63,795.00,3727.70,1478.38,5206.08,0.00,0.00,3044.59,19151.80,3,arpi_synthetic_generator
SLE-00000253,2025-09-01,2025-09-01,GSA-001,VEH-0000071,CUS-00002023,EMP-00006,EMP-00002,EMP-00005,,Used Retail,true,1,36702.93,,37925.84,37925.84,26549.63,1629.04,795.00,7729.26,770.13,8499.39,7567.23,7398.06,4879.07,24256.63,17,arpi_synthetic_generator
SLE-00000254,2025-09-01,2025-09-06,GSA-002,VEH-0000143,CUS-00000937,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,25628.20,,27541.10,26604.70,21561.51,748.84,750.00,2567.85,1422.78,3990.63,7424.43,6644.19,4606.97,13596.80,67,arpi_synthetic_generator
SLE-00000255,2025-09-01,2025-09-01,GSA-003,VEH-0000417,CUS-00000278,EMP-00029,EMP-00030,EMP-00028,,Used Retail,true,1,13107.88,,14255.25,13528.23,9539.52,1264.69,495.00,1808.67,1814.74,3623.41,0.00,0.00,6156.32,6951.56,107,arpi_synthetic_generator
SLE-00000256,2025-09-01,2025-09-01,GSA-001,VEH-0000448,CUS-00002050,EMP-00012,EMP-00002,EMP-00005,,Certified Retail,true,1,13412.22,,14174.10,14174.10,8311.76,2481.06,795.00,1824.40,1840.77,3665.17,0.00,0.00,1695.78,11716.44,25,arpi_synthetic_generator
SLE-00000257,2025-09-01,2025-09-01,GSA-001,VEH-0000587,CUS-00001303,EMP-00010,EMP-00002,EMP-00005,,Used Retail,true,1,5873.81,,6248.74,6142.51,3441.33,1008.08,795.00,629.40,303.85,933.25,0.00,0.00,1931.90,0.00,55,arpi_synthetic_generator
SLE-00000258,2025-09-02,2025-09-03,GSA-001,VEH-0000089,CUS-00001672,EMP-00006,EMP-00008,EMP-00005,,New Retail,true,1,42970.12,47944.77,48757.96,47002.67,43924.17,62.00,795.00,-1811.05,509.01,-1302.04,11761.35,11606.92,5100.94,26107.83,124,arpi_synthetic_generator
SLE-00000259,2025-09-02,2025-09-07,GSA-002,VEH-0000126,CUS-00001438,EMP-00022,EMP-00023,EMP-00017,,Used Retail,true,1,5063.81,,5559.86,5370.82,3380.61,1198.96,750.00,-265.76,1105.01,839.25,0.00,0.00,5063.81,0.00,70,arpi_synthetic_generator
SLE-00000260,2025-09-02,2025-09-02,GSA-001,VEH-0000528,CUS-00002381,EMP-00003,EMP-00002,EMP-00005,,Used Retail,true,1,4269.82,,4402.99,4402.99,2310.30,920.68,795.00,243.84,3034.37,3278.21,888.87,775.69,2690.46,690.49,29,arpi_synthetic_generator
SLE-00000261,2025-09-02,2025-09-04,GSA-002,VEH-0000597,CUS-00000444,EMP-00022,EMP-00023,EMP-00017,,New Retail,true,1,38524.41,40354.78,40302.68,39939.96,36958.80,109.00,750.00,706.61,1614.21,2320.82,8681.43,8375.01,1706.76,28136.22,49,arpi_synthetic_generator
SLE-00000262,2025-09-02,2025-09-04,GSA-001,VEH-0000637,CUS-00000781,EMP-00003,EMP-00002,EMP-00005,,New Retail,true,1,37916.64,38698.36,38901.68,38201.45,35869.78,81.00,795.00,1170.86,881.09,2051.95,18616.92,16109.26,2877.99,0.00,63,arpi_synthetic_generator
SLE-00000263,2025-09-02,2025-09-02,GSA-001,VEH-0000712,CUS-00000686,EMP-00003,EMP-00008,EMP-00005,,Used Retail,true,1,19597.00,,20869.28,20159.72,12095.60,3464.86,795.00,3241.54,767.80,4009.34,0.00,0.00,3902.61,15694.39,68,arpi_synthetic_generator
SLE-00000264,2025-09-02,2025-09-02,GSA-002,VEH-0000749,CUS-00002466,EMP-00016,EMP-00014,EMP-00017,,New Retail,true,1,36672.50,39673.98,40112.69,39751.68,35645.09,110.00,750.00,167.41,2513.12,2680.53,0.00,0.00,964.69,35707.81,35,arpi_synthetic_generator
SLE-00000265,2025-09-03,2025-09-04,GSA-003,VEH-0000043,CUS-00001808,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,9409.44,,9573.26,9573.26,5844.90,1839.67,495.00,1229.87,264.10,1493.97,0.00,0.00,3315.53,6093.91,26,arpi_synthetic_generator
SLE-00000266,2025-09-03,2025-09-05,GSA-001,VEH-0000380,CUS-00002250,EMP-00012,EMP-00008,,,Used Retail,true,1,21005.80,,22983.36,21420.49,16612.40,1289.02,795.00,2309.38,1098.41,3407.79,0.00,0.00,4496.29,16509.51,141,arpi_synthetic_generator
SLE-00000267,2025-09-03,2025-09-05,GSA-002,VEH-0000398,CUS-00000788,EMP-00018,EMP-00013,EMP-00017,,Used Retail,true,1,10517.39,,11415.55,11027.42,7046.15,1722.62,750.00,998.62,1643.73,2642.35,1890.61,1630.40,1493.46,7133.32,68,arpi_synthetic_generator
SLE-00000268,2025-09-03,2025-09-03,GSA-003,VEH-0000893,CUS-00000163,EMP-00025,EMP-00024,EMP-00028,,Used Retail,true,1,4584.04,,4845.16,4845.16,2604.93,997.28,495.00,486.83,963.14,1449.97,1630.23,1444.05,4120.08,0.00,9,arpi_synthetic_generator
SLE-00000269,2025-09-04,2025-09-04,GSA-002,VEH-0000355,CUS-00000700,EMP-00016,EMP-00023,EMP-00017,,Used Retail,true,1,41734.00,,45643.59,44091.71,32244.92,1304.58,750.00,7434.50,1961.95,9396.45,15501.92,14520.14,8237.48,17994.60,61,arpi_synthetic_generator
SLE-00000270,2025-09-05,2025-09-05,GSA-001,VEH-0000067,CUS-00002493,EMP-00003,EMP-00001,EMP-00005,,Lease,true,1,38517.08,40252.87,40505.86,40141.31,36303.74,79.00,795.00,1339.34,1086.72,2426.06,0.00,0.00,2117.78,36399.30,31,arpi_synthetic_generator
SLE-00000271,2025-09-05,2025-09-06,GSA-001,VEH-0000288,,EMP-00003,EMP-00008,,,Wholesale,false,1,27244.17,,39181.39,38515.31,28179.48,1309.10,795.00,-3039.41,0.00,-3039.41,0.00,0.00,0.00,0.00,44,arpi_synthetic_generator
SLE-00000272,2025-09-05,2025-09-06,GSA-001,VEH-0000555,CUS-00000220,EMP-00006,EMP-00008,EMP-00005,,Used Retail,true,1,41846.36,,43428.40,42690.12,32941.64,1689.90,795.00,6419.82,908.44,7328.26,11515.82,10613.58,4008.54,0.00,46,arpi_synthetic_generator
