inventory_accounting_id,dealership_id,vehicle_id,accounting_date,acquisition_date,control_account_category,acquisition_cost,capitalized_transportation,capitalized_reconditioning,capitalized_accessories,other_capitalized_costs,write_down_amount,current_book_value,floorplan_principal,days_in_stock,source_system
IAS-00000258,GSA-001,VEH-0000013,2025-08-31,2025-08-19,Used Vehicle Inventory,8875.31,0.00,2336.38,395.00,0.00,0.00,11606.69,8875.31,12,SYNTHETIC-DMS-ACCOUNTING
IAS-00000259,GSA-001,VEH-0000014,2025-08-31,2025-08-22,New Vehicle Inventory,35098.70,895.00,52.00,0.00,0.00,0.00,36045.70,35098.70,9,SYNTHETIC-DMS-ACCOUNTING
IAS-00000260,GSA-001,VEH-0000032,2025-08-31,2025-08-22,Used Vehicle Inventory,31493.83,0.00,979.99,0.00,0.00,0.00,32473.82,31493.83,9,SYNTHETIC-DMS-ACCOUNTING
IAS-00000261,GSA-001,VEH-0000051,2025-08-31,2025-08-06,New Vehicle Inventory,42926.47,895.00,108.00,575.00,0.00,0.00,44504.47,42926.47,25,SYNTHETIC-DMS-ACCOUNTING
IAS-00000262,GSA-001,VEH-0000052,2025-08-31,2025-08-28,New Vehicle Inventory,36254.57,895.00,128.00,0.00,0.00,0.00,37277.57,36254.57,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000263,GSA-001,VEH-0000059,2025-08-31,2025-06-17,New Vehicle Inventory,45113.67,895.00,95.00,0.00,0.00,0.00,46103.67,45113.67,75,SYNTHETIC-DMS-ACCOUNTING
IAS-00000264,GSA-001,VEH-0000067,2025-08-31,2025-08-05,New Vehicle Inventory,36303.74,895.00,79.00,0.00,0.00,0.00,37277.74,36303.74,26,SYNTHETIC-DMS-ACCOUNTING
IAS-00000265,GSA-001,VEH-0000070,2025-08-31,2025-07-08,Used Vehicle Inventory,4079.86,0.00,1380.76,0.00,0.00,0.00,5460.62,0.00,54,SYNTHETIC-DMS-ACCOUNTING
IAS-00000266,GSA-001,VEH-0000071,2025-08-31,2025-08-15,Used Vehicle Inventory,26549.63,0.00,1629.04,0.00,0.00,0.00,28178.67,0.00,16,SYNTHETIC-DMS-ACCOUNTING
IAS-00000267,GSA-001,VEH-0000073,2025-08-31,2025-07-29,Certified Vehicle Inventory,32049.81,0.00,3332.96,0.00,425.00,0.00,35807.77,32049.81,33,SYNTHETIC-DMS-ACCOUNTING
IAS-00000268,GSA-001,VEH-0000089,2025-08-31,2025-05-01,New Vehicle Inventory,43924.17,895.00,62.00,0.00,0.00,1756.97,43124.20,43924.17,122,SYNTHETIC-DMS-ACCOUNTING
IAS-00000269,GSA-001,VEH-0000103,2025-08-31,2025-06-02,Used Vehicle Inventory,7541.02,0.00,884.06,0.00,0.00,0.00,8425.08,7541.02,90,SYNTHETIC-DMS-ACCOUNTING
IAS-00000270,GSA-001,VEH-0000106,2025-08-31,2025-08-08,Used Vehicle Inventory,27113.48,0.00,2302.62,0.00,0.00,0.00,29416.10,27113.48,23,SYNTHETIC-DMS-ACCOUNTING
IAS-00000271,GSA-001,VEH-0000112,2025-08-31,2025-08-26,New Vehicle Inventory,34414.23,895.00,107.00,0.00,0.00,0.00,35416.23,34414.23,5,SYNTHETIC-DMS-ACCOUNTING
IAS-00000272,GSA-001,VEH-0000118,2025-08-31,2025-05-22,New Vehicle Inventory,35015.95,895.00,125.00,0.00,0.00,0.00,36035.95,35015.95,101,SYNTHETIC-DMS-ACCOUNTING
IAS-00000273,GSA-001,VEH-0000121,2025-08-31,2025-08-30,New Vehicle Inventory,35038.17,895.00,151.00,880.00,0.00,0.00,36964.17,35038.17,1,SYNTHETIC-DMS-ACCOUNTING
IAS-00000274,GSA-001,VEH-0000123,2025-08-31,2025-07-24,Used Vehicle Inventory,5631.09,450.00,766.01,395.00,0.00,0.00,7242.10,5631.09,38,SYNTHETIC-DMS-ACCOUNTING
IAS-00000275,GSA-001,VEH-0000125,2025-08-31,2025-04-25,New Vehicle Inventory,44859.29,895.00,148.00,0.00,0.00,1794.37,44107.92,44859.29,128,SYNTHETIC-DMS-ACCOUNTING
IAS-00000276,GSA-001,VEH-0000169,2025-08-31,2025-08-07,Certified Vehicle Inventory,31043.79,0.00,3313.08,0.00,425.00,0.00,34781.87,0.00,24,SYNTHETIC-DMS-ACCOUNTING
IAS-00000277,GSA-001,VEH-0000171,2025-08-31,2025-07-09,New Vehicle Inventory,35094.70,895.00,52.00,249.00,0.00,0.00,36290.70,35094.70,53,SYNTHETIC-DMS-ACCOUNTING
IAS-00000278,GSA-001,VEH-0000175,2025-08-31,2025-06-27,Used Vehicle Inventory,10858.83,450.00,3143.30,880.00,0.00,0.00,15332.13,0.00,65,SYNTHETIC-DMS-ACCOUNTING
IAS-00000279,GSA-001,VEH-0000194,2025-08-31,2025-08-28,Used Vehicle Inventory,36430.27,450.00,2037.32,0.00,0.00,0.00,38917.59,36430.27,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000280,GSA-001,VEH-0000222,2025-08-31,2025-07-16,New Vehicle Inventory,45166.76,895.00,25.00,880.00,0.00,0.00,46966.76,45166.76,46,SYNTHETIC-DMS-ACCOUNTING
IAS-00000281,GSA-001,VEH-0000224,2025-08-31,2025-08-11,New Vehicle Inventory,42031.11,895.00,122.00,0.00,0.00,0.00,43048.11,42031.11,20,SYNTHETIC-DMS-ACCOUNTING
IAS-00000282,GSA-001,VEH-0000227,2025-08-31,2025-08-23,New Vehicle Inventory,35553.57,895.00,158.00,0.00,0.00,0.00,36606.57,35553.57,8,SYNTHETIC-DMS-ACCOUNTING
IAS-00000283,GSA-001,VEH-0000233,2025-08-31,2025-08-22,New Vehicle Inventory,35844.61,895.00,148.00,0.00,0.00,0.00,36887.61,35844.61,9,SYNTHETIC-DMS-ACCOUNTING
IAS-00000284,GSA-001,VEH-0000237,2025-08-31,2025-06-10,Used Vehicle Inventory,2124.55,450.00,872.38,0.00,0.00,0.00,3446.93,2124.55,82,SYNTHETIC-DMS-ACCOUNTING
IAS-00000285,GSA-001,VEH-0000243,2025-08-31,2025-07-03,Used Vehicle Inventory,6317.47,0.00,1962.54,0.00,0.00,0.00,8280.01,0.00,59,SYNTHETIC-DMS-ACCOUNTING
IAS-00000286,GSA-001,VEH-0000254,2025-08-31,2025-07-16,Used Vehicle Inventory,37834.35,450.00,1107.63,0.00,0.00,0.00,39391.98,0.00,46,SYNTHETIC-DMS-ACCOUNTING
IAS-00000287,GSA-001,VEH-0000260,2025-08-31,2025-06-27,New Vehicle Inventory,44416.28,895.00,39.00,575.00,0.00,0.00,45925.28,44416.28,65,SYNTHETIC-DMS-ACCOUNTING
IAS-00000288,GSA-001,VEH-0000262,2025-08-31,2025-07-07,New Vehicle Inventory,35400.82,895.00,81.00,0.00,0.00,0.00,36376.82,35400.82,55,SYNTHETIC-DMS-ACCOUNTING
IAS-00000289,GSA-001,VEH-0000288,2025-08-31,2025-07-23,Used Vehicle Inventory,28179.48,450.00,1309.10,0.00,0.00,0.00,29938.58,28179.48,39,SYNTHETIC-DMS-ACCOUNTING
IAS-00000290,GSA-001,VEH-0000289,2025-08-31,2025-08-29,Used Vehicle Inventory,3013.44,0.00,1103.49,575.00,0.00,0.00,4691.93,3013.44,2,SYNTHETIC-DMS-ACCOUNTING
IAS-00000291,GSA-001,VEH-0000297,2025-08-31,2025-07-16,Used Vehicle Inventory,18964.81,0.00,1726.88,0.00,0.00,0.00,20691.69,18964.81,46,SYNTHETIC-DMS-ACCOUNTING
IAS-00000292,GSA-001,VEH-0000303,2025-08-31,2025-07-31,New Vehicle Inventory,36091.95,895.00,120.00,395.00,0.00,0.00,37501.95,36091.95,31,SYNTHETIC-DMS-ACCOUNTING
IAS-00000293,GSA-001,VEH-0000310,2025-08-31,2025-08-06,Used Vehicle Inventory,29576.19,0.00,1258.02,0.00,0.00,0.00,30834.21,0.00,25,SYNTHETIC-DMS-ACCOUNTING
IAS-00000294,GSA-001,VEH-0000318,2025-08-31,2025-07-24,New Vehicle Inventory,34770.79,895.00,145.00,0.00,0.00,0.00,35810.79,34770.79,38,SYNTHETIC-DMS-ACCOUNTING
IAS-00000295,GSA-001,VEH-0000336,2025-08-31,2025-04-01,Certified Vehicle Inventory,15717.52,0.00,2507.04,575.00,425.00,628.70,18595.86,15717.52,152,SYNTHETIC-DMS-ACCOUNTING
IAS-00000296,GSA-001,VEH-0000341,2025-08-31,2025-07-30,Used Vehicle Inventory,28098.60,325.00,1351.69,575.00,0.00,0.00,30350.29,0.00,32,SYNTHETIC-DMS-ACCOUNTING
IAS-00000297,GSA-001,VEH-0000354,2025-08-31,2025-06-20,Certified Vehicle Inventory,17559.43,450.00,1581.89,0.00,425.00,0.00,20016.32,17559.43,72,SYNTHETIC-DMS-ACCOUNTING
IAS-00000298,GSA-001,VEH-0000358,2025-08-31,2025-07-04,New Vehicle Inventory,46186.10,895.00,33.00,0.00,0.00,0.00,47114.10,46186.10,58,SYNTHETIC-DMS-ACCOUNTING
IAS-00000299,GSA-001,VEH-0000371,2025-08-31,2025-08-25,New Vehicle Inventory,36948.87,895.00,75.00,0.00,0.00,0.00,37918.87,36948.87,6,SYNTHETIC-DMS-ACCOUNTING
IAS-00000300,GSA-001,VEH-0000377,2025-08-31,2025-08-23,Used Vehicle Inventory,22859.69,0.00,1138.08,0.00,0.00,0.00,23997.77,22859.69,8,SYNTHETIC-DMS-ACCOUNTING
IAS-00000301,GSA-001,VEH-0000379,2025-08-31,2025-05-09,Used Vehicle Inventory,35468.91,450.00,1222.16,0.00,0.00,0.00,37141.07,0.00,114,SYNTHETIC-DMS-ACCOUNTING
IAS-00000302,GSA-001,VEH-0000380,2025-08-31,2025-04-15,Used Vehicle Inventory,16612.40,450.00,1289.02,0.00,0.00,664.50,17686.92,16612.40,138,SYNTHETIC-DMS-ACCOUNTING
IAS-00000303,GSA-001,VEH-0000402,2025-08-31,2025-05-16,Used Vehicle Inventory,17661.00,0.00,2147.69,249.00,0.00,0.00,20057.69,0.00,107,SYNTHETIC-DMS-ACCOUNTING
IAS-00000304,GSA-001,VEH-0000406,2025-08-31,2025-08-14,New Vehicle Inventory,35978.96,895.00,65.00,0.00,0.00,0.00,36938.96,35978.96,17,SYNTHETIC-DMS-ACCOUNTING
IAS-00000305,GSA-001,VEH-0000411,2025-08-31,2025-06-18,Certified Vehicle Inventory,13938.91,325.00,2533.50,0.00,425.00,0.00,17222.41,0.00,74,SYNTHETIC-DMS-ACCOUNTING
IAS-00000306,GSA-001,VEH-0000436,2025-08-31,2025-05-30,New Vehicle Inventory,35164.31,895.00,30.00,0.00,0.00,0.00,36089.31,35164.31,93,SYNTHETIC-DMS-ACCOUNTING
IAS-00000307,GSA-001,VEH-0000437,2025-08-31,2025-06-27,Used Vehicle Inventory,9513.30,0.00,1861.57,0.00,0.00,0.00,11374.87,0.00,65,SYNTHETIC-DMS-ACCOUNTING
IAS-00000308,GSA-001,VEH-0000445,2025-08-31,2025-07-09,New Vehicle Inventory,33560.19,895.00,151.00,0.00,0.00,0.00,34606.19,33560.19,53,SYNTHETIC-DMS-ACCOUNTING
IAS-00000309,GSA-001,VEH-0000448,2025-08-31,2025-08-07,Certified Vehicle Inventory,8311.76,0.00,2481.06,0.00,425.00,0.00,11217.82,8311.76,24,SYNTHETIC-DMS-ACCOUNTING
IAS-00000310,GSA-001,VEH-0000476,2025-08-31,2025-06-23,Certified Vehicle Inventory,6551.43,325.00,2023.37,0.00,425.00,0.00,9324.80,0.00,69,SYNTHETIC-DMS-ACCOUNTING
IAS-00000311,GSA-001,VEH-0000479,2025-08-31,2025-07-17,Used Vehicle Inventory,21708.29,0.00,1398.43,0.00,0.00,0.00,23106.72,21708.29,45,SYNTHETIC-DMS-ACCOUNTING
IAS-00000312,GSA-001,VEH-0000483,2025-08-31,2025-05-12,Used Vehicle Inventory,3209.84,450.00,1154.56,0.00,0.00,0.00,4814.40,0.00,111,SYNTHETIC-DMS-ACCOUNTING
IAS-00000313,GSA-001,VEH-0000503,2025-08-31,2025-03-12,Used Vehicle Inventory,32592.09,450.00,1070.14,0.00,0.00,1303.68,32808.55,32592.09,172,SYNTHETIC-DMS-ACCOUNTING
IAS-00000314,GSA-001,VEH-0000527,2025-08-31,2025-05-25,Used Vehicle Inventory,14795.40,0.00,623.34,0.00,0.00,0.00,15418.74,14795.40,98,SYNTHETIC-DMS-ACCOUNTING
IAS-00000315,GSA-001,VEH-0000528,2025-08-31,2025-08-04,Used Vehicle Inventory,2310.30,325.00,920.68,575.00,0.00,0.00,4130.98,2310.30,27,SYNTHETIC-DMS-ACCOUNTING
IAS-00000316,GSA-001,VEH-0000530,2025-08-31,2025-07-28,Used Vehicle Inventory,10533.57,0.00,1247.30,0.00,0.00,0.00,11780.87,10533.57,34,SYNTHETIC-DMS-ACCOUNTING
IAS-00000317,GSA-001,VEH-0000533,2025-08-31,2025-04-17,New Vehicle Inventory,46156.06,895.00,69.00,0.00,0.00,1846.24,45273.82,46156.06,136,SYNTHETIC-DMS-ACCOUNTING
IAS-00000318,GSA-001,VEH-0000555,2025-08-31,2025-07-21,Used Vehicle Inventory,32941.64,0.00,1689.90,0.00,0.00,0.00,34631.54,32941.64,41,SYNTHETIC-DMS-ACCOUNTING
IAS-00000319,GSA-001,VEH-0000561,2025-08-31,2025-08-22,New Vehicle Inventory,33928.08,895.00,51.00,0.00,0.00,0.00,34874.08,33928.08,9,SYNTHETIC-DMS-ACCOUNTING
IAS-00000320,GSA-001,VEH-0000573,2025-08-31,2025-08-19,Certified Vehicle Inventory,32322.67,0.00,2661.11,0.00,425.00,0.00,35408.78,32322.67,12,SYNTHETIC-DMS-ACCOUNTING
IAS-00000321,GSA-001,VEH-0000577,2025-08-31,2025-05-05,New Vehicle Inventory,38046.07,895.00,130.00,0.00,0.00,0.00,39071.07,38046.07,118,SYNTHETIC-DMS-ACCOUNTING
IAS-00000322,GSA-001,VEH-0000584,2025-08-31,2025-08-19,Used Vehicle Inventory,11560.52,0.00,2572.31,0.00,0.00,0.00,14132.83,11560.52,12,SYNTHETIC-DMS-ACCOUNTING
IAS-00000323,GSA-001,VEH-0000585,2025-08-31,2025-06-06,New Vehicle Inventory,36460.09,895.00,56.00,0.00,0.00,0.00,37411.09,36460.09,86,SYNTHETIC-DMS-ACCOUNTING
IAS-00000324,GSA-001,VEH-0000587,2025-08-31,2025-07-08,Used Vehicle Inventory,3441.33,0.00,1008.08,0.00,0.00,0.00,4449.41,3441.33,54,SYNTHETIC-DMS-ACCOUNTING
IAS-00000325,GSA-001,VEH-0000589,2025-08-31,2025-06-21,New Vehicle Inventory,44535.59,895.00,146.00,0.00,0.00,0.00,45576.59,44535.59,71,SYNTHETIC-DMS-ACCOUNTING
IAS-00000326,GSA-001,VEH-0000591,2025-08-31,2025-08-05,Certified Vehicle Inventory,25430.81,450.00,2013.21,0.00,425.00,0.00,28319.02,25430.81,26,SYNTHETIC-DMS-ACCOUNTING
IAS-00000327,GSA-001,VEH-0000593,2025-08-31,2025-05-22,Used Vehicle Inventory,9963.47,0.00,1074.53,0.00,0.00,0.00,11038.00,9963.47,101,SYNTHETIC-DMS-ACCOUNTING
IAS-00000328,GSA-001,VEH-0000594,2025-08-31,2025-06-30,Certified Vehicle Inventory,12189.87,0.00,3019.09,0.00,425.00,0.00,15633.96,12189.87,62,SYNTHETIC-DMS-ACCOUNTING
IAS-00000329,GSA-001,VEH-0000622,2025-08-31,2025-08-05,Certified Vehicle Inventory,29784.47,0.00,3140.19,575.00,425.00,0.00,33924.66,29784.47,26,SYNTHETIC-DMS-ACCOUNTING
IAS-00000330,GSA-001,VEH-0000625,2025-08-31,2025-08-12,New Vehicle Inventory,36641.38,895.00,94.00,0.00,0.00,0.00,37630.38,36641.38,19,SYNTHETIC-DMS-ACCOUNTING
IAS-00000331,GSA-001,VEH-0000630,2025-08-31,2025-08-27,New Vehicle Inventory,35164.66,895.00,85.00,0.00,0.00,0.00,36144.66,35164.66,4,SYNTHETIC-DMS-ACCOUNTING
IAS-00000332,GSA-001,VEH-0000637,2025-08-31,2025-07-01,New Vehicle Inventory,35869.78,895.00,81.00,0.00,0.00,0.00,36845.78,35869.78,61,SYNTHETIC-DMS-ACCOUNTING
IAS-00000333,GSA-001,VEH-0000647,2025-08-31,2025-07-19,Certified Vehicle Inventory,6529.56,325.00,2017.69,0.00,425.00,0.00,9297.25,6529.56,43,SYNTHETIC-DMS-ACCOUNTING
IAS-00000334,GSA-001,VEH-0000659,2025-08-31,2025-07-08,Certified Vehicle Inventory,13375.04,0.00,1931.80,0.00,425.00,0.00,15731.84,0.00,54,SYNTHETIC-DMS-ACCOUNTING
IAS-00000335,GSA-001,VEH-0000660,2025-08-31,2025-02-14,Certified Vehicle Inventory,27279.21,0.00,1452.54,0.00,425.00,1091.17,28065.58,27279.21,198,SYNTHETIC-DMS-ACCOUNTING
IAS-00000336,GSA-001,VEH-0000665,2025-08-31,2025-08-30,Used Vehicle Inventory,2530.52,0.00,977.94,0.00,0.00,0.00,3508.46,2530.52,1,SYNTHETIC-DMS-ACCOUNTING
IAS-00000337,GSA-001,VEH-0000690,2025-08-31,2025-06-09,Certified Vehicle Inventory,13180.67,0.00,1347.22,575.00,425.00,0.00,15527.89,13180.67,83,SYNTHETIC-DMS-ACCOUNTING
IAS-00000338,GSA-001,VEH-0000697,2025-08-31,2025-08-08,New Vehicle Inventory,37959.01,895.00,81.00,0.00,0.00,0.00,38935.01,37959.01,23,SYNTHETIC-DMS-ACCOUNTING
IAS-00000339,GSA-001,VEH-0000700,2025-08-31,2025-08-27,Used Vehicle Inventory,14051.49,0.00,1414.85,0.00,0.00,0.00,15466.34,14051.49,4,SYNTHETIC-DMS-ACCOUNTING
IAS-00000340,GSA-001,VEH-0000712,2025-08-31,2025-06-26,Used Vehicle Inventory,12095.60,0.00,3464.86,0.00,0.00,0.00,15560.46,12095.60,66,SYNTHETIC-DMS-ACCOUNTING
IAS-00000341,GSA-001,VEH-0000714,2025-08-31,2025-08-21,Used Vehicle Inventory,3122.36,0.00,1131.81,249.00,0.00,0.00,4503.17,3122.36,10,SYNTHETIC-DMS-ACCOUNTING
IAS-00000342,GSA-001,VEH-0000731,2025-08-31,2025-08-30,New Vehicle Inventory,35864.78,895.00,148.00,0.00,0.00,0.00,36907.78,35864.78,1,SYNTHETIC-DMS-ACCOUNTING
IAS-00000343,GSA-001,VEH-0000738,2025-08-31,2025-07-21,New Vehicle Inventory,35569.24,895.00,53.00,0.00,0.00,0.00,36517.24,35569.24,41,SYNTHETIC-DMS-ACCOUNTING
IAS-00000344,GSA-001,VEH-0000742,2025-08-31,2025-06-17,Used Vehicle Inventory,3992.55,0.00,1358.06,0.00,0.00,0.00,5350.61,0.00,75,SYNTHETIC-DMS-ACCOUNTING
IAS-00000345,GSA-001,VEH-0000752,2025-08-31,2025-08-22,Used Vehicle Inventory,37901.24,0.00,1453.94,0.00,0.00,0.00,39355.18,37901.24,9,SYNTHETIC-DMS-ACCOUNTING
IAS-00000346,GSA-001,VEH-0000758,2025-08-31,2025-08-08,New Vehicle Inventory,41564.34,895.00,48.00,0.00,0.00,0.00,42507.34,41564.34,23,SYNTHETIC-DMS-ACCOUNTING
IAS-00000347,GSA-001,VEH-0000784,2025-08-31,2025-06-19,Used Vehicle Inventory,16316.97,450.00,1509.72,0.00,0.00,0.00,18276.69,16316.97,73,SYNTHETIC-DMS-ACCOUNTING
IAS-00000348,GSA-001,VEH-0000803,2025-08-31,2025-08-06,New Vehicle Inventory,46120.15,895.00,16.00,0.00,0.00,0.00,47031.15,46120.15,25,SYNTHETIC-DMS-ACCOUNTING
IAS-00000349,GSA-001,VEH-0000885,2025-08-31,2025-07-08,New Vehicle Inventory,33900.17,895.00,163.00,0.00,0.00,0.00,34958.17,33900.17,54,SYNTHETIC-DMS-ACCOUNTING
IAS-00000350,GSA-001,VEH-0000897,2025-08-31,2025-03-06,New Vehicle Inventory,33310.17,895.00,70.00,0.00,0.00,1332.41,32942.76,33310.17,178,SYNTHETIC-DMS-ACCOUNTING
IAS-00000351,GSA-002,VEH-0000010,2025-08-31,2025-08-18,New Vehicle Inventory,35024.91,895.00,162.00,0.00,0.00,0.00,36081.91,35024.91,13,SYNTHETIC-DMS-ACCOUNTING
IAS-00000352,GSA-002,VEH-0000049,2025-08-31,2025-06-05,New Vehicle Inventory,22428.79,895.00,66.00,0.00,0.00,0.00,23389.79,22428.79,87,SYNTHETIC-DMS-ACCOUNTING
IAS-00000353,GSA-002,VEH-0000053,2025-08-31,2025-07-03,Certified Vehicle Inventory,15458.10,0.00,2357.14,0.00,425.00,0.00,18240.24,15458.10,59,SYNTHETIC-DMS-ACCOUNTING
IAS-00000354,GSA-002,VEH-0000061,2025-08-31,2025-08-28,Certified Vehicle Inventory,14123.95,0.00,3085.52,0.00,425.00,0.00,17634.47,0.00,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000355,GSA-002,VEH-0000076,2025-08-31,2025-08-28,New Vehicle Inventory,23632.50,895.00,59.00,0.00,0.00,0.00,24586.50,23632.50,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000356,GSA-002,VEH-0000079,2025-08-31,2025-03-04,Used Vehicle Inventory,14453.61,325.00,2615.86,0.00,0.00,578.14,16816.33,0.00,180,SYNTHETIC-DMS-ACCOUNTING
IAS-00000357,GSA-002,VEH-0000084,2025-08-31,2025-08-28,New Vehicle Inventory,21847.81,895.00,118.00,0.00,0.00,0.00,22860.81,21847.81,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000358,GSA-002,VEH-0000093,2025-08-31,2025-03-13,Certified Vehicle Inventory,12716.87,0.00,2651.40,0.00,425.00,508.67,15284.60,12716.87,171,SYNTHETIC-DMS-ACCOUNTING
IAS-00000359,GSA-002,VEH-0000119,2025-08-31,2025-08-21,New Vehicle Inventory,36689.31,895.00,114.00,0.00,0.00,0.00,37698.31,36689.31,10,SYNTHETIC-DMS-ACCOUNTING
IAS-00000360,GSA-002,VEH-0000126,2025-08-31,2025-06-24,Used Vehicle Inventory,3380.61,0.00,1198.96,0.00,0.00,0.00,4579.57,3380.61,68,SYNTHETIC-DMS-ACCOUNTING
IAS-00000361,GSA-002,VEH-0000133,2025-08-31,2025-06-16,New Vehicle Inventory,34732.17,895.00,58.00,249.00,0.00,0.00,35934.17,34732.17,76,SYNTHETIC-DMS-ACCOUNTING
IAS-00000362,GSA-002,VEH-0000139,2025-08-31,2025-08-19,Used Vehicle Inventory,19280.48,0.00,1907.73,0.00,0.00,0.00,21188.21,0.00,12,SYNTHETIC-DMS-ACCOUNTING
IAS-00000363,GSA-002,VEH-0000141,2025-08-31,2025-07-22,Certified Vehicle Inventory,6239.13,0.00,1942.17,0.00,425.00,0.00,8606.30,6239.13,40,SYNTHETIC-DMS-ACCOUNTING
IAS-00000364,GSA-002,VEH-0000142,2025-08-31,2025-08-05,New Vehicle Inventory,36196.59,895.00,64.00,0.00,0.00,0.00,37155.59,36196.59,26,SYNTHETIC-DMS-ACCOUNTING
IAS-00000365,GSA-002,VEH-0000143,2025-08-31,2025-06-26,Used Vehicle Inventory,21561.51,325.00,748.84,0.00,0.00,0.00,22635.35,21561.51,66,SYNTHETIC-DMS-ACCOUNTING
IAS-00000366,GSA-002,VEH-0000146,2025-08-31,2025-07-23,New Vehicle Inventory,35824.47,895.00,119.00,0.00,0.00,0.00,36838.47,35824.47,39,SYNTHETIC-DMS-ACCOUNTING
IAS-00000367,GSA-002,VEH-0000152,2025-08-31,2025-08-18,New Vehicle Inventory,29947.87,895.00,37.00,0.00,0.00,0.00,30879.87,29947.87,13,SYNTHETIC-DMS-ACCOUNTING
IAS-00000368,GSA-002,VEH-0000155,2025-08-31,2025-08-12,New Vehicle Inventory,37663.22,895.00,88.00,0.00,0.00,0.00,38646.22,37663.22,19,SYNTHETIC-DMS-ACCOUNTING
IAS-00000369,GSA-002,VEH-0000166,2025-08-31,2025-08-11,Used Vehicle Inventory,2539.03,0.00,980.15,0.00,0.00,0.00,3519.18,2539.03,20,SYNTHETIC-DMS-ACCOUNTING
IAS-00000370,GSA-002,VEH-0000176,2025-08-31,2025-08-28,Certified Vehicle Inventory,20851.26,450.00,2142.70,0.00,425.00,0.00,23868.96,0.00,3,SYNTHETIC-DMS-ACCOUNTING
IAS-00000371,GSA-002,VEH-0000196,2025-08-31,2025-08-29,Certified Vehicle Inventory,12350.61,0.00,2358.60,0.00,425.00,0.00,15134.21,12350.61,2,SYNTHETIC-DMS-ACCOUNTING
IAS-00000372,GSA-002,VEH-0000206,2025-08-31,2025-07-30,New Vehicle Inventory,35399.21,895.00,155.00,0.00,0.00,0.00,36449.21,35399.21,32,SYNTHETIC-DMS-ACCOUNTING
IAS-00000373,GSA-002,VEH-0000214,2025-08-31,2025-07-15,New Vehicle Inventory,36744.99,895.00,76.00,0.00,0.00,0.00,37715.99,36744.99,47,SYNTHETIC-DMS-ACCOUNTING
IAS-00000374,GSA-002,VEH-0000221,2025-08-31,2025-08-21,New Vehicle Inventory,22833.64,895.00,34.00,0.00,0.00,0.00,23762.64,22833.64,10,SYNTHETIC-DMS-ACCOUNTING
IAS-00000375,GSA-002,VEH-0000238,2025-08-31,2025-06-30,Used Vehicle Inventory,32300.25,450.00,1614.72,0.00,0.00,0.00,34364.97,0.00,62,SYNTHETIC-DMS-ACCOUNTING
IAS-00000376,GSA-002,VEH-0000240,2025-08-31,2025-06-14,Certified Vehicle Inventory,5816.18,0.00,1832.21,0.00,425.00,0.00,8073.39,5816.18,78,SYNTHETIC-DMS-ACCOUNTING
IAS-00000377,GSA-002,VEH-0000247,2025-08-31,2025-03-24,Used Vehicle Inventory,9792.44,450.00,804.06,0.00,0.00,391.70,10654.80,0.00,160,SYNTHETIC-DMS-ACCOUNTING
IAS-00000378,GSA-002,VEH-0000253,2025-08-31,2025-07-15,New Vehicle Inventory,36033.32,895.00,117.00,0.00,0.00,0.00,37045.32,36033.32,47,SYNTHETIC-DMS-ACCOUNTING
IAS-00000379,GSA-002,VEH-0000280,2025-08-31,2025-06-20,Certified Vehicle Inventory,17346.57,0.00,2054.28,249.00,425.00,0.00,20074.85,17346.57,72,SYNTHETIC-DMS-ACCOUNTING
IAS-00000380,GSA-002,VEH-0000325,2025-08-31,2025-07-30,New Vehicle Inventory,23257.52,895.00,151.00,0.00,0.00,0.00,24303.52,23257.52,32,SYNTHETIC-DMS-ACCOUNTING
IAS-00000381,GSA-002,VEH-0000331,2025-08-31,2025-08-13,Used Vehicle Inventory,29996.28,0.00,1110.76,575.00,0.00,0.00,31682.04,29996.28,18,SYNTHETIC-DMS-ACCOUNTING
IAS-00000382,GSA-002,VEH-0000355,2025-08-31,2025-07-05,Used Vehicle Inventory,32244.92,325.00,1304.58,0.00,0.00,0.00,33874.50,0.00,57,SYNTHETIC-DMS-ACCOUNTING
IAS-00000383,GSA-002,VEH-0000387,2025-08-31,2025-08-09,Used Vehicle Inventory,12495.00,450.00,2067.93,0.00,0.00,0.00,15012.93,12495.00,22,SYNTHETIC-DMS-ACCOUNTING
IAS-00000384,GSA-002,VEH-0000388,2025-08-31,2025-06-01,Used Vehicle Inventory,14676.41,325.00,2560.18,0.00,0.00,0.00,17561.59,14676.41,91,SYNTHETIC-DMS-ACCOUNTING
IAS-00000385,GSA-002,VEH-0000398,2025-08-31,2025-06-27,Used Vehicle Inventory,7046.15,0.00,1722.62,0.00,0.00,0.00,8768.77,7046.15,65,SYNTHETIC-DMS-ACCOUNTING
IAS-00000386,GSA-002,VEH-0000408,2025-08-31,2025-06-26,Used Vehicle Inventory,31024.63,0.00,1126.71,0.00,0.00,0.00,32151.34,31024.63,66,SYNTHETIC-DMS-ACCOUNTING
