appointment_id,created_date,scheduled_date,show_date,dealership_id,lead_id,customer_id,salesperson_id,bdc_employee_id,vehicle_model_id,sale_id,appointment_count,is_confirmed,is_cancelled_in_advance,is_shown,is_test_drive,is_write_up,is_sold,minutes_early_or_late,source_system
APT-00000292,2025-07-28,2025-07-28,2025-07-28,GSA-001,LED-000000795,CUS-00002386,EMP-00002,EMP-00011,VMD-00016,,1,true,false,true,true,true,false,0,arpi_synthetic_generator
APT-00000293,2025-07-28,2025-07-31,,GSA-001,LED-000000863,CUS-00000954,EMP-00010,EMP-00011,VMD-00006,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000294,2025-07-28,2025-07-29,2025-07-29,GSA-002,LED-000000875,CUS-00000833,EMP-00022,EMP-00019,,,1,true,false,true,true,true,false,-14,arpi_synthetic_generator
APT-00000295,2025-07-28,2025-07-29,2025-07-29,GSA-002,LED-000000880,CUS-00001651,EMP-00014,EMP-00019,VMD-00118,SLE-00000168,1,false,false,true,true,true,true,32,arpi_synthetic_generator
APT-00000296,2025-07-28,2025-08-01,,GSA-001,LED-000000891,CUS-00000233,EMP-00006,EMP-00011,VMD-00041,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000297,2025-07-28,2025-07-30,2025-07-30,GSA-001,LED-000000905,CUS-00000062,EMP-00007,EMP-00011,,,1,true,false,true,true,true,false,26,arpi_synthetic_generator
APT-00000298,2025-07-28,2025-07-28,2025-07-28,GSA-001,LED-000000906,CUS-00000747,EMP-00001,EMP-00011,VMD-00090,SLE-00000391,1,true,false,true,false,true,true,22,arpi_synthetic_generator
APT-00000299,2025-07-28,2025-07-31,2025-07-31,GSA-002,LED-000000913,CUS-00001033,EMP-00015,EMP-00019,,,1,true,false,true,true,false,false,11,arpi_synthetic_generator
APT-00000300,2025-07-28,2025-07-30,2025-07-30,GSA-002,LED-000000927,CUS-00001455,EMP-00015,EMP-00019,VMD-00073,,1,false,false,true,false,false,false,9,arpi_synthetic_generator
APT-00000301,2025-07-29,2025-07-29,2025-07-29,GSA-001,LED-000000682,CUS-00001739,EMP-00012,EMP-00011,VMD-00087,,1,true,false,true,true,false,false,4,arpi_synthetic_generator
APT-00000302,2025-07-29,2025-07-30,2025-07-30,GSA-003,LED-000000770,CUS-00000352,EMP-00024,,VMD-00081,,1,true,false,true,true,false,false,4,arpi_synthetic_generator
APT-00000303,2025-07-29,2025-08-01,2025-08-01,GSA-003,LED-000000816,CUS-00002243,EMP-00025,,VMD-00087,SLE-00000360,1,true,false,true,true,true,true,20,arpi_synthetic_generator
APT-00000304,2025-07-29,2025-08-02,2025-08-02,GSA-002,LED-000000818,CUS-00000363,EMP-00018,EMP-00019,VMD-00025,,1,true,false,true,true,false,false,-4,arpi_synthetic_generator
APT-00000305,2025-07-29,2025-07-29,,GSA-001,LED-000000900,CUS-00002158,EMP-00003,EMP-00011,VMD-00103,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000306,2025-07-29,2025-07-31,2025-07-31,GSA-002,LED-000000901,CUS-00000926,EMP-00013,EMP-00019,VMD-00101,SLE-00000197,1,true,false,true,true,true,true,19,arpi_synthetic_generator
APT-00000307,2025-07-29,2025-07-29,,GSA-002,LED-000000914,CUS-00002147,EMP-00014,EMP-00019,VMD-00046,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000308,2025-07-29,2025-07-29,,GSA-002,LED-000000921,CUS-00002466,EMP-00013,EMP-00019,VMD-00107,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000309,2025-07-29,2025-07-29,,GSA-002,LED-000000940,CUS-00002185,EMP-00014,EMP-00019,VMD-00045,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000310,2025-07-29,2025-07-30,2025-07-30,GSA-001,LED-000000946,CUS-00001238,EMP-00001,EMP-00011,VMD-00113,SLE-00000310,1,true,false,true,true,true,true,-14,arpi_synthetic_generator
APT-00000311,2025-07-29,2025-08-07,2025-08-07,GSA-002,LED-000000948,CUS-00000484,EMP-00013,EMP-00019,VMD-00110,,1,true,false,true,true,false,false,2,arpi_synthetic_generator
APT-00000312,2025-07-29,2025-07-29,2025-07-29,GSA-002,LED-000000955,CUS-00000506,EMP-00015,EMP-00019,VMD-00053,,1,true,false,true,false,true,false,-16,arpi_synthetic_generator
APT-00000313,2025-07-29,2025-08-02,,GSA-002,LED-000000957,CUS-00000474,EMP-00014,EMP-00019,VMD-00028,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000314,2025-07-30,2025-08-02,,GSA-002,LED-000000690,CUS-00002217,EMP-00018,EMP-00019,VMD-00024,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000315,2025-07-30,2025-07-31,2025-07-31,GSA-001,LED-000000692,CUS-00000090,EMP-00002,EMP-00011,VMD-00021,,1,true,false,true,true,false,false,15,arpi_synthetic_generator
APT-00000316,2025-07-30,2025-07-31,2025-07-31,GSA-002,LED-000000771,CUS-00000302,EMP-00022,EMP-00019,,,1,true,false,true,true,false,false,40,arpi_synthetic_generator
APT-00000317,2025-07-30,2025-07-31,2025-07-31,GSA-001,LED-000000786,CUS-00001670,EMP-00003,EMP-00011,VMD-00096,,1,true,false,true,false,false,false,12,arpi_synthetic_generator
APT-00000318,2025-07-30,2025-08-01,2025-08-01,GSA-003,LED-000000800,,EMP-00030,,VMD-00102,,1,false,false,true,true,true,false,10,arpi_synthetic_generator
APT-00000319,2025-07-30,2025-07-30,2025-07-30,GSA-002,LED-000000822,CUS-00001280,EMP-00016,EMP-00019,VMD-00039,,1,true,false,true,false,false,false,-5,arpi_synthetic_generator
APT-00000320,2025-07-30,2025-07-30,2025-07-30,GSA-001,LED-000000882,CUS-00000287,EMP-00001,EMP-00011,VMD-00113,,1,true,false,true,true,false,false,11,arpi_synthetic_generator
APT-00000321,2025-07-30,2025-08-08,2025-08-08,GSA-002,LED-000000921,CUS-00002466,EMP-00022,EMP-00019,VMD-00107,SLE-00000264,1,true,false,true,false,true,true,-24,arpi_synthetic_generator
APT-00000322,2025-07-30,2025-07-31,2025-07-31,GSA-001,LED-000000932,CUS-00002175,EMP-00010,EMP-00011,VMD-00029,SLE-00000203,1,true,false,true,false,true,true,14,arpi_synthetic_generator
APT-00000323,2025-07-30,2025-07-30,,GSA-003,LED-000000959,CUS-00000509,EMP-00026,,VMD-00086,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000324,2025-07-30,2025-07-30,2025-07-30,GSA-001,LED-000000965,CUS-00002067,EMP-00006,EMP-00011,VMD-00087,SLE-00000153,1,true,false,true,true,true,true,4,arpi_synthetic_generator
APT-00000325,2025-07-30,2025-08-01,2025-08-01,GSA-001,LED-000000972,CUS-00001571,EMP-00001,EMP-00011,VMD-00088,SLE-00000492,1,false,false,true,true,true,true,23,arpi_synthetic_generator
APT-00000326,2025-07-30,2025-07-30,2025-07-30,GSA-002,LED-000000974,CUS-00000149,EMP-00015,EMP-00019,VMD-00060,,1,true,false,true,true,false,false,12,arpi_synthetic_generator
APT-00000327,2025-07-30,2025-07-31,,GSA-002,LED-000000982,CUS-00001096,EMP-00018,EMP-00019,VMD-00003,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000328,2025-07-30,2025-08-02,2025-08-02,GSA-002,LED-000000988,CUS-00001233,EMP-00013,EMP-00019,VMD-00012,,1,false,false,true,false,false,false,18,arpi_synthetic_generator
APT-00000329,2025-07-30,2025-07-30,,GSA-003,LED-000000990,CUS-00002112,EMP-00029,,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000330,2025-07-30,2025-08-02,2025-08-02,GSA-001,LED-000000999,CUS-00000674,EMP-00010,EMP-00011,VMD-00062,,1,true,false,true,true,true,false,15,arpi_synthetic_generator
APT-00000331,2025-07-31,2025-08-01,2025-08-01,GSA-001,LED-000000613,CUS-00001041,EMP-00002,EMP-00011,VMD-00048,,1,false,false,true,false,false,false,-21,arpi_synthetic_generator
APT-00000332,2025-07-31,2025-08-02,,GSA-002,LED-000000622,CUS-00000831,EMP-00015,EMP-00019,VMD-00022,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000333,2025-07-31,2025-08-04,,GSA-002,LED-000000903,CUS-00000323,EMP-00015,EMP-00019,VMD-00041,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000334,2025-07-31,2025-08-03,,GSA-001,LED-000000924,,EMP-00010,EMP-00011,VMD-00084,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000335,2025-07-31,2025-08-01,2025-08-01,GSA-003,LED-000000990,CUS-00002112,EMP-00027,,,,1,true,false,true,false,true,false,6,arpi_synthetic_generator
APT-00000336,2025-07-31,2025-08-01,2025-08-01,GSA-002,LED-000001001,,EMP-00022,EMP-00019,VMD-00073,,1,true,false,true,false,true,false,39,arpi_synthetic_generator
APT-00000337,2025-07-31,2025-08-01,2025-08-01,GSA-002,LED-000001016,CUS-00000249,EMP-00013,EMP-00019,VMD-00020,,1,true,false,true,false,false,false,37,arpi_synthetic_generator
APT-00000338,2025-07-31,2025-08-02,,GSA-002,LED-000001021,CUS-00002116,EMP-00016,EMP-00019,VMD-00090,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000339,2025-07-31,2025-07-31,,GSA-001,LED-000001025,CUS-00002460,EMP-00012,EMP-00011,VMD-00062,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000340,2025-07-31,2025-08-01,,GSA-002,LED-000001036,CUS-00001381,EMP-00014,EMP-00019,VMD-00077,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000341,2025-07-31,2025-07-31,2025-07-31,GSA-002,LED-000001037,CUS-00000673,EMP-00022,EMP-00019,VMD-00015,,1,true,false,true,true,false,false,-8,arpi_synthetic_generator
APT-00000342,2025-08-01,2025-08-01,,GSA-003,LED-000000517,CUS-00002374,EMP-00027,,VMD-00072,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000343,2025-08-01,2025-08-02,,GSA-002,LED-000000783,CUS-00002330,EMP-00014,EMP-00019,,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000344,2025-08-01,2025-08-01,2025-08-01,GSA-001,LED-000000794,CUS-00001346,EMP-00001,EMP-00011,VMD-00061,,1,true,false,true,false,true,false,1,arpi_synthetic_generator
APT-00000345,2025-08-01,2025-08-01,,GSA-001,LED-000000863,CUS-00000954,EMP-00006,EMP-00011,VMD-00006,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000346,2025-08-01,2025-08-02,2025-08-02,GSA-003,LED-000000866,CUS-00000148,EMP-00024,,VMD-00023,SLE-00000305,1,false,false,true,true,true,true,-2,arpi_synthetic_generator
APT-00000347,2025-08-01,2025-08-03,,GSA-003,LED-000000877,CUS-00000163,EMP-00029,,VMD-00014,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000348,2025-08-01,2025-08-02,,GSA-001,LED-000000878,CUS-00002058,EMP-00010,EMP-00011,VMD-00086,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000349,2025-08-01,2025-08-02,,GSA-002,LED-000000914,CUS-00002147,EMP-00014,EMP-00019,VMD-00046,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000350,2025-08-01,2025-08-04,2025-08-04,GSA-001,LED-000000991,CUS-00001627,EMP-00001,EMP-00011,,,1,true,false,true,true,true,false,7,arpi_synthetic_generator
APT-00000351,2025-08-01,2025-08-01,,GSA-002,LED-000001027,,EMP-00015,EMP-00019,VMD-00055,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000352,2025-08-01,2025-08-03,2025-08-03,GSA-002,LED-000001045,CUS-00001837,EMP-00013,EMP-00019,VMD-00073,,1,true,false,true,true,true,false,17,arpi_synthetic_generator
APT-00000353,2025-08-01,2025-08-01,,GSA-002,LED-000001047,CUS-00001459,EMP-00013,EMP-00019,VMD-00077,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000354,2025-08-01,2025-08-02,,GSA-001,LED-000001050,CUS-00002085,EMP-00010,EMP-00011,VMD-00020,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000355,2025-08-01,2025-08-03,,GSA-002,LED-000001060,CUS-00002400,EMP-00013,EMP-00019,,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000356,2025-08-01,2025-08-03,,GSA-003,LED-000001062,CUS-00002301,EMP-00030,,VMD-00107,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000357,2025-08-02,2025-08-02,,GSA-002,LED-000001027,,EMP-00018,EMP-00019,VMD-00055,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000358,2025-08-02,2025-08-02,2025-08-02,GSA-002,LED-000001036,CUS-00001381,EMP-00013,EMP-00019,VMD-00077,SLE-00000274,1,true,false,true,true,true,true,15,arpi_synthetic_generator
APT-00000359,2025-08-02,2025-08-04,,GSA-002,LED-000001040,CUS-00002266,EMP-00013,EMP-00019,VMD-00107,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000360,2025-08-02,2025-08-02,2025-08-02,GSA-002,LED-000001057,CUS-00002194,EMP-00022,EMP-00019,VMD-00023,SLE-00000128,1,false,false,true,true,true,true,20,arpi_synthetic_generator
APT-00000361,2025-08-02,2025-08-02,2025-08-02,GSA-003,LED-000001067,CUS-00000520,EMP-00029,,VMD-00008,,1,false,false,true,true,false,false,6,arpi_synthetic_generator
APT-00000362,2025-08-02,2025-08-03,,GSA-003,LED-000001073,CUS-00000909,EMP-00027,,VMD-00015,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000363,2025-08-02,2025-08-02,2025-08-02,GSA-002,LED-000001109,CUS-00002196,EMP-00015,EMP-00019,VMD-00026,,1,true,false,true,true,true,false,-5,arpi_synthetic_generator
APT-00000364,2025-08-03,2025-08-03,,GSA-001,LED-000000848,CUS-00001056,EMP-00006,EMP-00011,VMD-00112,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000365,2025-08-03,2025-08-04,,GSA-002,LED-000000914,CUS-00002147,EMP-00016,EMP-00019,VMD-00046,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000366,2025-08-03,2025-08-03,,GSA-002,LED-000000940,CUS-00002185,EMP-00016,EMP-00019,VMD-00045,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000367,2025-08-03,2025-08-03,2025-08-03,GSA-002,LED-000000942,,EMP-00022,EMP-00019,VMD-00050,,1,false,false,true,true,false,false,6,arpi_synthetic_generator
APT-00000368,2025-08-03,2025-08-04,,GSA-003,LED-000001046,CUS-00000791,EMP-00029,,VMD-00092,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000369,2025-08-03,2025-08-07,,GSA-001,LED-000001056,CUS-00001747,EMP-00003,EMP-00011,VMD-00089,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000370,2025-08-03,2025-08-04,2025-08-04,GSA-001,LED-000001061,CUS-00002250,EMP-00012,EMP-00011,VMD-00070,SLE-00000266,1,false,false,true,true,true,true,1,arpi_synthetic_generator
APT-00000371,2025-08-03,2025-08-03,,GSA-001,LED-000001107,CUS-00002122,EMP-00010,EMP-00011,VMD-00025,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000372,2025-08-03,2025-08-04,,GSA-003,LED-000001117,CUS-00001066,EMP-00024,,VMD-00033,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000373,2025-08-03,2025-08-07,2025-08-07,GSA-001,LED-000001118,,EMP-00001,EMP-00011,,,1,true,false,true,true,true,false,14,arpi_synthetic_generator
APT-00000374,2025-08-03,2025-08-03,2025-08-03,GSA-001,LED-000001119,CUS-00001486,EMP-00007,EMP-00011,VMD-00018,,1,true,false,true,false,true,false,-4,arpi_synthetic_generator
APT-00000375,2025-08-03,2025-08-03,2025-08-03,GSA-001,LED-000001120,CUS-00000876,EMP-00004,EMP-00011,,,1,true,false,true,false,true,false,18,arpi_synthetic_generator
APT-00000376,2025-08-03,2025-08-06,2025-08-06,GSA-002,LED-000001124,CUS-00000281,EMP-00013,EMP-00019,VMD-00119,SLE-00000409,1,false,false,true,false,true,true,11,arpi_synthetic_generator
APT-00000377,2025-08-03,2025-08-09,2025-08-09,GSA-003,LED-000001126,CUS-00000831,EMP-00024,,VMD-00062,,1,true,false,true,true,true,false,24,arpi_synthetic_generator
APT-00000378,2025-08-03,2025-08-04,,GSA-001,LED-000001132,CUS-00000157,EMP-00003,EMP-00011,,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000379,2025-08-03,2025-08-05,,GSA-001,LED-000001135,CUS-00000339,EMP-00006,EMP-00011,VMD-00096,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000380,2025-08-03,2025-08-03,2025-08-03,GSA-003,LED-000001139,CUS-00000592,EMP-00026,,,,1,true,false,true,true,true,false,17,arpi_synthetic_generator
APT-00000381,2025-08-03,2025-08-06,2025-08-06,GSA-001,LED-000001146,CUS-00002444,EMP-00012,EMP-00011,VMD-00117,,1,true,false,true,true,true,false,11,arpi_synthetic_generator
APT-00000382,2025-08-04,2025-08-04,2025-08-04,GSA-002,LED-000000690,CUS-00002217,EMP-00018,EMP-00019,VMD-00024,,1,true,false,true,true,true,false,21,arpi_synthetic_generator
APT-00000383,2025-08-04,2025-08-07,,GSA-003,LED-000000877,CUS-00000163,EMP-00030,,VMD-00014,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000384,2025-08-04,2025-08-10,,GSA-001,LED-000001050,CUS-00002085,EMP-00012,EMP-00011,VMD-00020,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000385,2025-08-04,2025-08-08,2025-08-08,GSA-002,LED-000001087,CUS-00001019,EMP-00022,EMP-00019,VMD-00056,SLE-00000227,1,true,false,true,false,true,true,15,arpi_synthetic_generator
APT-00000386,2025-08-04,2025-08-07,,GSA-001,LED-000001105,,EMP-00007,EMP-00011,,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000387,2025-08-04,2025-08-04,2025-08-04,GSA-001,LED-000001107,CUS-00002122,EMP-00012,EMP-00011,VMD-00025,,1,true,false,true,false,false,false,24,arpi_synthetic_generator
APT-00000388,2025-08-04,2025-08-04,,GSA-003,LED-000001125,CUS-00001769,EMP-00030,,VMD-00057,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000389,2025-08-04,2025-08-10,,GSA-002,LED-000001130,CUS-00000372,EMP-00022,EMP-00019,VMD-00056,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000390,2025-08-04,2025-08-05,,GSA-003,LED-000001148,CUS-00002343,EMP-00029,,VMD-00005,,1,false,false,false,false,false,false,,arpi_synthetic_generator
APT-00000391,2025-08-04,2025-08-04,,GSA-002,LED-000001160,CUS-00001521,EMP-00022,EMP-00019,VMD-00017,,1,true,true,false,false,false,false,,arpi_synthetic_generator
APT-00000392,2025-08-04,2025-08-05,,GSA-003,LED-000001173,CUS-00002096,EMP-00030,,VMD-00026,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000393,2025-08-04,2025-08-10,,GSA-002,LED-000001180,CUS-00002443,EMP-00022,EMP-00019,VMD-00045,,1,true,false,false,false,false,false,,arpi_synthetic_generator
APT-00000394,2025-08-04,2025-08-05,2025-08-05,GSA-003,LED-000001190,CUS-00000383,EMP-00029,,VMD-00043,,1,true,false,true,false,true,false,-15,arpi_synthetic_generator
APT-00000395,2025-08-04,2025-08-06,2025-08-06,GSA-003,LED-000001191,CUS-00001768,EMP-00024,,,,1,false,false,true,true,false,false,15,arpi_synthetic_generator
APT-00000396,2025-08-05,2025-08-07,2025-08-07,GSA-001,LED-000000848,CUS-00001056,EMP-00002,EMP-00011,VMD-00112,SLE-00000214,1,true,false,true,false,true,true,-3,arpi_synthetic_generator
APT-00000397,2025-08-05,2025-08-05,2025-08-05,GSA-001,LED-000000878,CUS-00002058,EMP-00001,EMP-00011,VMD-00086,,1,true,false,true,false,true,false,12,arpi_synthetic_generator
APT-00000398,2025-08-05,2025-08-06,,GSA-002,LED-000000957,CUS-00000474,EMP-00015,EMP-00019,VMD-00028,,1,false,true,false,false,false,false,,arpi_synthetic_generator
APT-00000399,2025-08-05,2025-08-05,2025-08-05,GSA-002,LED-000001027,,EMP-00014,EMP-00019,VMD-00055,,1,true,false,true,true,true,false,16,arpi_synthetic_generator
APT-00000400,2025-08-05,2025-08-05,,GSA-002,LED-000001040,CUS-00002266,EMP-00022,EMP-00019,VMD-00107,,1,false,true,false,false,false,false,,arpi_synthetic_generator
